Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;10000;900;Varmeanlæg;0;Demontering af el-gulvvarme;2-1-1-0
False;True;10500;1400;Etageadskillelse;2;Isolering af uisoleret gulv mod uopvarmet kælder med 100 mm isolering ;1-4-2-0
False;False;34500;1700;Solceller;1;Montage af nye solceller;4-1-3-0
