Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;2400;80;Loft;1;Udskiftning af eksisterende loftslem til ny præfabrikeret loftslem;1-1-1-0
False;False;11700;400;Yderdøre;2;Udskiftning af eksisterende yderdør mod syd;1-3-3-0
False;True;13800;500;Vinduer;4;Udskiftning af eksisterende termovinduer;1-3-1-0
False;False;14000;500;Yderdøre;3;Udskiftning af eksisterende terrassedør mod syd ;1-3-3-0
False;False;26400;700;Loft;0;Efterisolering af loftsrum med 200 mm isolering;1-1-1-0
False;False;90000;3000;Solceller;6;Montage af nye solceller;4-1-3-0
False;True;150000;6300;Varmepumper;5;"Installation af ny luft/vand varmepumpe, etablering af nyt varmefordelingsanlæg til radiatorer, installation af ny varmtvandsbeholder.

";2-1-5-0
