Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;4200;90;Vinduer;0;Udskiftning af eksisterende vindue med blyindfattet rude;1-3-1-0
False;False;5800;200;Yderdøre;1;Udskiftning af gamle yderdøre;1-3-3-0
False;True;67500;3500;Solceller;2;Montering af nyt solcelleanlæg;4-1-3-0
