Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;14700;400;Yderdøre;0;Udskiftning af massive uisolerede yderdøre;1-3-3-0
False;True;15800;700;Massive ydervægge;1;Indvendig efterisolering af massive ydervægge i baggang med 100 mm;1-2-2-0
