Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;15600;400;Yderdøre;1;Udskiftning af eksisterende yderdør med termorude;1-3-3-0
False;False;17800;500;Vinduer;0;Udskiftning af eksisterende vinduer med 2 lags termorude;1-3-1-0
False;False;229500;800;Terrændæk;2;Ophugning af eksisterende terrændæk og støbning af nyt med 400 mm mineraluld eller polystyrenplader;1-4-1-0
