Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;7500;100;Ovenlys;3;Udskiftning af eksisterende ovenlysvinduer;1-3-2-0
False;False;8400;300;Yderdøre;4;Udskiftning af eksisterende terrassedør;1-3-3-0
False;True;15700;600;Yderdøre;5;Udskiftning af eksisterende yderdør;1-3-3-0
False;True;52500;3900;Solceller;0;Montage af nye solceller;4-1-3-0
False;True;64300;2200;Yderdøre;6;Udskiftning af eksisterende skydedørsparti;1-3-3-0
False;True;115000;14500;Varmepumper;1;Konvertering til opvarmning via varmepumpe og Installation af ny omdrejningsstyret luft/vand varmepumpe;2-1-5-0
False;True;310900;11600;Vinduer;2;Udskiftning af eksisterende vinduer;1-3-1-0
