Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;6800;200;Yderdøre;2;Udskiftning af massiv yderdør mod øst.;1-3-3-0
False;True;9900;400;Etageadskillelse;5;Isolering af uisoleret gulv mod uopvarmet kælder med 200 mm isolering ;1-4-2-0
False;False;16400;200;Yderdøre;3;Udskiftning af eksisterende yderdøre mod vest og syd.;1-3-3-0
False;False;101100;1400;Vinduer;0;Udskiftning af eksisterende vinduer med termoruder.;1-3-1-0
False;False;150000;4800;Kedler;6;Installation af ny kondenserende oliekedel;2-1-2-0
False;False;317500;5000;Yderdøre;1;Udskiftning af eksisterende porte.;1-3-3-0
False;False;359400;1300;Ovenlys;4;Udskiftning af eksisterende ovenlysvinduer;1-3-2-0
