Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;7500;200;Loft;1;Efterisolering af loftsrum med 150 mm isolering;1-1-1-0
False;True;9000;400;Yderdøre;3;Udskiftning af eksisterende yderdør;1-3-3-0
False;False;21600;600;Yderdøre;4;Udskiftning af eksisterende yderdør;1-3-3-0
False;False;31500;700;Yderdøre;5;Udskiftning af eksisterende skydedørsparti;1-3-3-0
False;True;49000;1500;Loft;0;Indvendig efterisolering af skråvægge med 250 mm isolering;1-1-1-0
False;False;55900;1400;Vinduer;2;Udskiftning af eksisterende vinduer;1-3-1-0
False;False;67500;3400;Solceller;6;Montage af nye solceller;4-1-3-0
