Investment;SeebClassificationDescription;Recommended;SeebClassification;Savings;Profitable;ProposalID;ProposalHeadline
4400;Loft;False;1-1-1-0;60;False;4;Udvendig efterisolering af skråvæg/tag i udhus med 150 mm isolering
4700;Loft;False;1-1-1-0;200;True;3;Efterisolering af vandret skunk med 150 mm isolering og Efterisolering af lodret skunk med 150 mm isolering
6000;Loft;False;1-1-1-0;200;False;2;Indvendig efterisolering af skråvægge med 150 mm isolering
7900;Loft;False;1-1-1-0;70;False;0;Efterisolering af hanebåndsloft med 200 mm isolering
34500;Solceller;False;4-1-3-0;2100;True;1;Montage af nye solceller
