Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;2800;600;Belysning;6;Udskiftning af den eksisterende belysning til en type med lavere effekt (W);4-1-1-0
False;False;9600;300;Loft;3;Efterisolering af kvisttag;1-1-1-0
False;True;10000;1600;Automatik;0;Installation af et vejrkompenseringsanlæg inkl. ur-styring;2-2-4-0
False;False;21000;300;Lette ydervægge;4;Efterisolering af kvistfront og flunke til en samlet isoleringsmængde på 250 mm;1-2-3-0
False;False;23400;500;Yderdøre;5;Udskiftning af yderdør;1-3-3-0
False;True;208700;7100;Massive ydervægge;1;Indvendig efterisolering af ydervæg med 100 mm mineraluld;1-2-2-0
False;False;241500;1500;Terrændæk;2;Etablering af nyt terrændæk;1-4-1-0
