Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;300;30;Varmtvandsrør;2;"Teknikrum:
Isolering af brugsvandsrør og cirkulationsledning op til 50 mm";3-1-3-0
False;False;1600;20;Loft;1;Udskiftning af eksisterende loftslem til ny præfabrikeret loftslem;1-1-1-0
False;False;48000;200;Terrændæk;0;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm mineraluld eller polystyrenplader;1-4-1-0
