Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;100000;-5810;Kedler;0;Konvertering til varmepumpe;2-1-2-0
False;True;100000;9700;Varmepumper;1;Installation af ny luft/vand varmepumpe;2-1-5-0
