Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;4400;200;Yderdøre;1;Udskiftning af ruder i eksisterende yderdør;1-3-3-0
False;False;16900;500;Vinduer;0;Udskiftning af ruder i eksisterende yderdør og Udskiftning af ruder i eksisterende vinduer;1-3-1-0
