Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;5000;200;Varmefordelingspumper;2;Udskiftning af den eksisterende Grundfos varmefordelingspumpe.;2-2-3-0
False;False;39200;300;Loft;0;Efterisolering af loft mod uopvarmet tagrum (400 mm);1-1-1-0
False;False;89100;1200;Vinduer;1;Udskiftning af vinduer med nye energivinduer (BR18 krav);1-3-1-0
