Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;45000;1000;Solvarme;493958;Etablering af solfangeranlæg til opvarmning af brugsvand.;2-1-6-0
False;False;137100;1700;Hule ydervægge;493957;Efterisolering af hulmure.;1-2-1-0
