Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;7500;300;Yderdøre;1;Udskiftning af eksisterende yderdør med termorude.;1-3-3-0
False;True;12200;7000;Hule ydervægge;2;Isolering af uisolerede hule ydervægge af tegl ved indblæsning af mineraluldsgranulat;1-2-1-0
False;True;16800;700;Vinduer;0;Udskiftning af eksisterende vinduer med termoruder.;1-3-1-0
False;True;32800;2200;Krybekælder;3;Efterisolering af gulv mod krybekælder med 250 mm isolering og fjernelse af eksisterende isolering;1-4-3-0
False;False;52500;2000;Solceller;4;Montage af nye solceller;4-1-3-0
