Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;37100;6300;Varmtvandsbeholder;1;Installation af 250 liters solvarmebeholder og Installation af nyt solvarmeanlæg til brugsvandsproduktion;3-1-5-0
False;True;100000;5500;Varmepumper;3;Installation af ny on/off styret luft/vand varmepumpe;2-1-5-0
False;True;111300;6500;Solceller;0;Montage af nye solceller;4-1-3-0
False;False;117800;1700;Vinduer;2;Nordøst. Udskiftning af eksisterende vinduer, Nord. Udskiftning af eksisterende vinduer, Nord. Udskiftning af eksisterende terrassedør, Vest. Udskiftning af eksisterende vinduer, Øst. Udskiftning af eksisterende yderdør, Syd. Udskiftning af eksisterende yderdør, Syd. Udskiftning af eksisterende vinduer og Øst. Udskiftning af eksisterende terrassedør;1-3-1-0
False;False;307900;2800;Loft;4;Indvendig efterisolering af massive ydervægge med 300 mm og Efterisolering af loftsrum med 400 mm isolering;1-1-1-0
