Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;4400;2600;Varmefordelingspumper;494221;Udskiftning af cirkulationspumpe;2-2-3-0
False;False;95000;2600;Solceller;494220;Etablering af solceller;4-1-3-0
False;True;139700;6900;Massive ydervægge;494209;Efterisolering af massiv ydervæg;1-2-2-0
