Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;3000;600;Belysning;0;"Teknikrum: 
Installation af LED-armaturer, med bevægelsesmelder";4-1-1-0
False;True;5000;1900;Ventilation;1;Montering af ur på udsugning;1-5-1-0
