Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;9200;2300;Varmefordelingspumper;494208;Montering af ny varmefordelingspumper på varmeanlæg.;2-2-3-0
False;False;88000;-670;Varmeanlæg;494207;Kedlen nedtages og der installeres en luft/vand-baseret varmepumpe, til rumopvarmning via centralvarmeanlæg samt opvarmning af varmtvandsbeholder.;2-1-1-0
False;True;97200;7800;Massive ydervægge;494167;Efterisolering af massiv ydervæg.;1-2-2-0
False;False;121000;900;Loft;494184;Efterisolering af skråvægge og skunke.;1-1-1-0
