Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;4000;90;Vinduer;1;Vinduet med en 2 lags termorude udskiftes til en ny med en 3 lags energirude;1-3-1-0
False;False;110000;5300;Solceller;0;Montage af nye solceller;4-1-3-0
