Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;6800;400;Yderdøre;3;Udskiftning af massiv uisoleret yderdør;1-3-3-0
False;False;21900;700;Yderdøre;2;Udskiftning af eksisterende yderdør med termorude;1-3-3-0
False;True;74000;2600;Vinduer;4;Udskiftning af eksisterende vinduer med 2 lags termorude;1-3-1-0
False;True;74800;3200;Loft;1;Efterisolering af loftsrum med 400 mm isolering;1-1-1-0
False;True;165100;9900;Varmeanlæg;5;Konvertering til varmepumpe, Etablering af nyt varmefordelingsanlæg til radiatorer og Installation af ny luft/vand varmepumpe;2-1-1-0
False;False;324400;1500;Terrændæk;0;Ophugning af eksisterende terrændæk og støbning af nyt med 500 mm mineraluld eller polystyrenplader;1-4-1-0
