Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;4100;1100;Automatik;2;Montage af termostatventiler, radiatorer;2-2-4-0
False;False;7500;200;Yderdøre;3;Udskiftning af eksisterende terrassedør;1-3-3-0
False;False;34000;600;Loft;0;Efterisolering af loftsrum med 150 mm isolering;1-1-1-0
False;False;44000;900;Vinduer;1;Udskiftning af eksisterende vinduer;1-3-1-0
False;False;171600;3400;Yderdøre;4;Udskiftning af eksisterende yderdør;1-3-3-0
