Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;22000;1100;Vinduer;1;Udskiftning af eksisterende vinduer;1-3-1-0
False;False;52500;1700;Solceller;3;Montage af nye solceller;4-1-3-0
False;True;150000;23900;Varmepumper;2;Installation af nyt jordvarmeanlæg, Etablering af nyt varmefordelingsanlæg til radiatorer og Montage af nye solceller;2-1-5-0
False;True;161000;15600;Massive ydervægge;0;Indvendig efterisolering af massive ydervægge med 200 mm;1-2-2-0
