Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;11700;400;Yderdøre;0;Udskiftning af rude i eksisterende yderdør;1-3-3-0
False;False;24500;800;Vinduer;1;Udskiftning af ruder i eksisterende vinduer;1-3-1-0
