Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;14900;900;Loft;494225;Efterisolering af loft;1-1-1-0
False;True;24300;1000;Yderdøre;494229;"Ny hoveddør og bryggersdør med 3 lags energiruder

";1-3-3-0
False;False;41000;1800;Solvarme;494232;Etablering af solfangeranlæg;2-1-6-0
False;False;75000;2200;Solceller;494233;Etablering af solceller;4-1-3-0
False;True;200000;10500;Varmeanlæg;494230;Udskiftning af varmepumpe;2-1-1-0
