Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;7300;600;Varmtvandspumper;1;Udskiftning af varmtvands cirkulationspumpe;3-1-4-0
False;True;52500;4200;Solceller;2;Montage af solceller;4-1-3-0
False;True;80400;3900;Lette ydervægge;0;Efterisolering af tagrem med 200 mm;1-2-3-0
False;True;177300;16800;Belysning;4;Belysning udskiftes til LED lyskilder;4-1-1-0
False;False;567300;11000;Vinduer;3;Vinduer og yderdøre udskiftes til type med 3-lags energiruder, energiklasse A.;1-3-1-0
