Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;1200;30;Loft;2;Udskiftning af eksisterende loftslem til ny præfabrikeret loftslem;1-1-1-0
False;True;1700;700;Etageadskillelse;3;Isolering af uisoleret etageadskillelse mod det fri med 100 mm isolering ;1-4-2-0
False;True;5000;600;Varmefordelingspumper;7;Ny varmefordelingspumpe;2-2-3-0
False;False;7500;200;Yderdøre;4;Udskiftning af eksisterende terrassedør mod sydøst;1-3-3-0
False;True;8800;400;Yderdøre;6;Udskiftning af eksisterende yderdør mod nordøst;1-3-3-0
False;True;40300;2400;Solceller;0;Montage af nye solceller, Monokrystallinske silicium, 1,8 kW;4-1-3-0
False;True;44700;1400;Loft;1;Efterisolering af loftsrum med 300 mm isolering;1-1-1-0
False;False;93600;1800;Vinduer;5;Udskiftning af eksisterende termovinduer;1-3-1-0
