Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;0;600;Ventilation;1;Udskiftning af varmepumpe;1-5-1-0
False;True;5000;600;Varmefordelingspumper;0;Udskiftning af den eksisterende fordelingspumpe.;2-2-3-0
False;True;67500;3700;Solceller;2;Montage af nye solceller;4-1-3-0
