Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;False;6400;200;Yderdøre;2;Udskiftning af yderdør mod garage.;1-3-3-0
True;True;7000;800;Automatik;4;Montering af rumtermostatstyring på radiatorer.;2-2-4-0
False;False;7000;300;Varmtvandsbeholder;5;Installation af ny brugsvandsveksler i skab ved fjernvarmeinstallation.;3-1-5-0
False;False;67500;3400;Solceller;6;Montage af nyt solcelleanlæg.;4-1-3-0
False;False;73200;800;Hule ydervægge;1;Udvendig efterisolering af murværk med 50 mm isolering og afsluttende facadepuds.;1-2-1-0
False;False;78800;1800;Loft;0;Efterisolering af loftsrum op til 400 mm isolering.;1-1-1-0
