Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;1300;70;Loft;494362;Efterisolering af lodret adskillelse imellem skråloft og vandret loft;1-1-1-0
False;True;13800;600;Vinduer;494382;Udskiftning af bagdør og sideparti.;1-3-1-0
False;False;41300;1000;Loft;494394;Efterisolering af vandret loft og skrå loft med 100 mm granulat;1-1-1-0
False;True;125000;4100;Solceller;494391;Etablering af solceller;4-1-3-0
False;True;155000;14700;Varmeanlæg;494390;Konvertering til luft/vand-varmepumpe og nyt fordelingsanlæg;2-1-1-0
False;False;356800;1500;Terrændæk;494364;Etablering af nyt terrændæk;1-4-1-0
