Investment;SeebClassificationDescription;Recommended;SeebClassification;Savings;Profitable;ProposalID;ProposalHeadline
40300;Solceller;False;4-1-3-0;1800;False;0;Montage af nye solceller, Monokrystallinske silicium, 1,8 kW
