Recommended;Profitable;Investment;Savings;SeebClassificationDescription;ProposalID;ProposalHeadline;SeebClassification
False;True;1000;500;Varmerør;3;Isolering af varmerør op til 50 mm;2-2-2-0
False;True;1500;70;Varmtvandsrør;5;Isolering af tilslutningsrør til varmtvandsbeholder op til 50 mm;3-1-3-0
False;True;1800;90;Varmtvandsbeholder;4;Efterisolering af varmtvandsbeholder;3-1-5-0
False;False;8000;50;Yderdøre;2;Udskiftning af eksisterende terrassedør;1-3-3-0
False;False;10000;200;Yderdøre;0;Udskiftning af eksisterende yderdør;1-3-3-0
False;False;35000;400;Vinduer;1;Udskiftning af eksisterende vinduer;1-3-1-0
