Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
23200;False;Etageadskillelse;5;True;1200;Portgennemgang:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
26200;False;Varmerør;8;False;900;Isolering af varmefordelingsrør op til 50 mm + ventil ;2-2-2-0
31600;False;Varmtvandsrør;3;True;3000;Isolering af brugsvandsrør op til 50 mm;3-1-3-0
114400;False;Etageadskillelse;6;True;5600;Mod det fri ved terrasse på 3. sal:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
260000;False;Belysning;0;False;9600;Kælder og teknikrum:  Udskift rør til LED og monter lys og bevægelses styring;4-1-1-0
346400;False;Vinduer;9;True;14400;Udskiftning af ruder i vinduer med termoruder;1-3-1-0
708400;False;Etageadskillelse;4;False;14900;Efterisolering af gulv mod uopvarmet kælder med 50 mm isolering;1-4-2-0
967700;False;Vinduer;10;True;36500;Udskiftning af ruder i facadepartier med termoruder;1-3-1-0
1050000;False;Solceller;1;True;73100;Etablering af solceller;4-1-3-0
1369400;False;Fladt tag;7;False;18800;Efterisolering af fladt tag med 200 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
1520000;False;Solvarme;2;False;47000;Etablering af solvarme ;2-1-6-0
