Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2700;False;Lette ydervægge;8;False;60;Udvendig efterisolering af kvistflunke med 100 mm;1-2-3-0
5300;False;Fladt tag;9;False;70;Efterisolering af fladt tag med 200 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
7300;False;Krybekælder;11;True;700;Isolering af uisoleret gulv mod krybekælder med 250 mm isolering ;1-4-3-0
8300;False;Loft;0;False;200;Efterisolering af hanebåndsloft med 200 mm isolering;1-1-1-0
10900;False;Massive ydervægge;2;True;500;Udvendig efterisolering af massive ydervægge med 200 mm;1-2-2-0
12200;False;Vinduer;10;False;300;Udskiftning af vindue til trelags energirude, energiklasse B.;1-3-1-0
15100;False;Fladt tag;1;False;300;Efterisolering af fladt tag med 300 mm isolering, så den samlede isolering udgør 400 mm ;1-1-2-0
25500;False;Loft;5;True;800;Indvendig efterisolering af skråvægge med 200 mm isolering;1-1-1-0
40300;False;Solceller;6;True;2500;Montage af nye solceller, Monokrystallinske silicium, 1,8 kW;4-1-3-0
53900;False;Hule ydervægge;4;False;700;Udvendig efterisolering med 50 mm isolering og afsluttende facadepuds;1-2-1-0
