ESREjdNr;Bygning_id;BYG_BOLIG_ARL_SAML;BYG_ARL_SAML;BYG_ANVEND_KODE;OPFOERELSE_AAR;ERHV_ARL_SAML;OMBYG_AAR;HeatSupply;ZipCode;LabelStatusCode;PropertyNumber;Wgs84Latitude;ValidFrom;SchemaVersion;ValidTo;EnergyLabelTypeUsage;SubmitterConsultantName;SubmitterCompanyIdentifier;LabelStatus;BuildingNumber;HasPdf;DEMOLink;MunicipalityNumber;EnergyLabelClassification;CityName;EntityIdentifier;Wgs84Longitude;HasXML;IsMixedUsage;SubmitterCompanyName;EnergyLabelSerialIdentifier;HouseNumber;IsHidden;StreetName;EnergyLabelTypeBasedOn;BBRUseCode;YearOfConstruction
150885;85159c65-2fb7-4d55-bef4-45669396cb67;120;83;130;1984;0;0;NaturalGas;2640;1;150885;55.6593628403939;2016-10-25;1.0.18;2026-10-25;SingleFamily;Christian Høst;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Fagerbo%201,%202640%20Hedehusene%20(311208498);169;C;Hedehusene;311208498;12.1941506348939;True;False;Energi- og Bygningsrådgivning A/S;311208498;1;False;Fagerbo;CalculatedConsumption;130;1984
180137;852581f2-54c5-43fe-9eba-79826a2b9345;132;132;131;2016;0;0;DistrictHeat;2630;1;180137;55.6426523182351;2016-03-10;1.0.18;2026-03-10;SingleFamily;Christian Smedegaard Sørensen;600016;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Lindehaven%2087,%202630%20Taastrup%20(311163729);169;A2015;Taastrup;311163729;12.2885678751099;True;False;e-consult ApS;311163729;87;False;Lindehaven;CalculatedConsumption;130;2016
124914;852fd840-2b4a-4d0e-a45b-ef5f78b0f321;267;182;110;1973;0;1999;Briquettes;2630;1;124914;55.6857335195369;2017-07-13;1.0.18;2027-07-13;SingleFamily;Olav Grønn Hansen;600370;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Enghaveg%C3%A5rdsvej%201,%202630%20Taastrup%20(311260783);169;D;Taastrup;311260783;12.2681550491462;True;False;Energihuset & Ejendom 88;311260783;1;False;Enghavegårdsvej;CalculatedConsumption;110;1973
125414;85f651b1-244a-482a-a5e8-6c62ac688e72;0;139;219;1938;139;0;FuelGasOil;2630;1;125414;55.6843741459272;2016-03-15;1.0.18;2026-03-15;SingleFamily;Søren Funch Jensen;600331;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8holmvej%201,%202630%20Taastrup%20(311164837);169;D;Taastrup;311164837;12.2826983746693;True;False;Bygningskonsulent Søren Funch Jensen;311164837;1;False;Høholmvej ;CalculatedConsumption;110;1938
131414;85f8891d-edf2-45cd-934c-4dc86ad88b39;0;403;210;1987;403;0;FuelGasOil;2640;1;131414;55.6886338084006;2011-06-15;1.0.15;2021-06-15;SingleFamily;Robert Grünberger;600126;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Tostholmvej%205,%202640%20Hedehusene%20(100228617);169;D;Hedehusene;100228617;12.2189952856263;True;False;Botjek København;100228617;5;False;Tostholmvej;CalculatedConsumption;110;1963
119856;860794e1-2872-40d4-afc2-981624891d4f;0;446;222;1968;446;0;DistrictHeat;2630;1;119856;;2020-01-15;1.0.20;2030-01-15;NonResidental;Jonas Bondegaard;600001;VALID;15;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311417300;169;A2015;Taastrup;311417300;;True;False;OBH Ingeniørservice A/S;311417300;42;False;Høje Taastrup Vej;CalculatedConsumption;310;2019
152233;860d5459-2c08-49fe-b48f-f535e729f6b3;116;116;130;1978;0;0;DistrictHeat;2630;3;152233;55.653394213151;2007-01-17;1.0.15;2014-01-17;SingleFamily;Ark. Maa. Jørgen Kjær Hansen;500003;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Hallandsparken%20100,%202630%20Taastrup%20(912815);169;B2;Taastrup;912815;12.2688131470082;True;False;jkh arkitekttegnestue;912815;100;False;Hallandsparken;CalculatedConsumption;130;1978
185821;86116e16-30f1-4696-b57c-160ae0303928;85;85;130;1988;0;0;;2630;1;185821;55.6475392246938;2012-01-02;1.0.16;2022-01-02;SingleFamily;Jes Bøgelund;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Struergade%2013,%202630%20Taastrup%20(300004623);169;D;Taastrup;300004623;12.2715842262095;True;False;OBH Ingeniørservice A/S;300004623;13;False;Struergade;BBRInformation;130;1988
125066;861bd77a-25ec-4877-b180-ea361f74305c;104;104;110;1877;0;0;FuelGasOil;2630;1;125066;55.702631555679;2018-03-22;1.0.18;2028-03-22;SingleFamily;Søren Hermann Pedersen;600161;VALID;1, 2, 3;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Frederiksholmsvej%204,%202630%20Taastrup%20(311304489);169;D;Taastrup;311304489;12.2700123355857;True;False;EnergiFocus ApS;311304489;4;False;Frederiksholmsvej;CalculatedConsumption;110;1877
123470;862170c6-e32c-4c23-868b-a78886002f7c;104;104;130;1974;0;1997;Electricity;2640;1;123470;55.6509855942287;2011-09-29;1.0.15;2021-09-29;SingleFamily;Lasse Poulsen;600126;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Jernalderen%2062,%202640%20Hedehusene%20(100243278);169;F;Hedehusene;100243278;12.1788559479053;True;False;Botjek København;100243278;62;False;Jernalderen;CalculatedConsumption;130;1974
166129;864d615d-d728-438e-bfac-7a3a926367bb;454;264;130;1990;0;0;Electricity;2640;1;166129;55.6240277192151;2012-03-12;1.0.15;2022-03-12;MultiFamily;Stig Tange;600072;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Thorsager%2012A,%202640%20Hedehusene%20(200058063);169;D;Hedehusene;200058063;12.1925130313184;True;False;factum2 roskilde;200058063;12A;False;Thorsager;CalculatedConsumption;130;1990
132887;8687326a-d939-48c2-a3b2-006d2004847e;80;80;510;2019;0;0;Electricity;2630;3;132887;55.7011943562548;2009-06-12;1.0.15;2019-06-12;Holiday;Tom Kjørnæs;600164;EXPIRED;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/100123714;169;G;Taastrup;100123714;12.2750187242256;True;False;Energi- og Bygningsrådgivning A/S;100123714;6;False;Åtoften;CalculatedConsumption;510;1973
132887;8687326a-d939-48c2-a3b2-006d2004847e;80;80;510;2019;0;0;Electricity;2630;3;132887;55.7011943562548;2009-06-12;1.0.15;2019-06-12;Holiday;Tom Kjørnæs;600164;EXPIRED;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/100123714;169;G;Taastrup;100123714;12.2750187242256;True;False;Energi- og Bygningsrådgivning A/S;100123714;6;False;Åtoften;CalculatedConsumption;510;1973
132887;8687326a-d939-48c2-a3b2-006d2004847e;80;80;510;2019;0;0;Electricity;2630;3;132887;55.7011943562548;2009-06-12;1.0.15;2019-06-12;Holiday;Tom Kjørnæs;600164;EXPIRED;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/100123714;169;G;Taastrup;100123714;12.2750187242256;True;False;Energi- og Bygningsrådgivning A/S;100123714;6;False;Åtoften;CalculatedConsumption;510;1973
132887;8687326a-d939-48c2-a3b2-006d2004847e;80;80;510;2019;0;0;Electricity;2630;3;132887;55.7011943562548;2009-06-12;1.0.15;2019-06-12;Holiday;Tom Kjørnæs;600164;EXPIRED;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/100123714;169;G;Taastrup;100123714;12.2750187242256;True;False;Energi- og Bygningsrådgivning A/S;100123714;6;False;Åtoften;CalculatedConsumption;510;1973
153728;8697bbb2-6590-4514-8cc4-5521c5e38990;136;78;120;1979;0;0;Electricity;2630;1;153728;55.6611478344735;2017-09-04;1.0.18;2027-09-04;SingleFamily;Frederik Madsen;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8rsk%C3%A6tten%201G,%202630%20Taastrup%20(311270715);169;D;Taastrup;311270715;12.3085694962273;True;False;Boligeftersyn P/S;311270715;1G;False;Hørskætten;CalculatedConsumption;120;1979
100446;86a46916-4776-41db-a70f-02cbe9b374bb;91;52;130;1951;0;0;DistrictHeat;2630;1;100446;55.647295731968;2014-07-04;1.0.17;2024-07-04;SingleFamily;Christian Strarup;600045;VALID;34, 35;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stillidsvej%201,%202630%20Taastrup%20(311063423);169;D;Taastrup;311063423;12.3071300281417;True;False;Topdahl ApS;311063423;1;False;Stillidsvej;CalculatedConsumption;130;1949
153256;86e93e9c-ba90-4d9e-a5b0-2a83d75fabfe;541;541;140;1981;0;0;DistrictHeat;2640;1;153256;55.6495857958977;2014-11-28;1.0.17;2024-11-28;NonResidental;Mads Madsen;600171;VALID;18;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311085704;169;D;Hedehusene;311085704;12.2176960532543;True;False;Rambøll Danmark A/S (Aalborg);311085704;160;False;Charlotteager;CalculatedConsumption;320;1981
131171;86fdbf86-afbd-4453-878e-b782fd548aec;165;165;120;1974;0;1984;NaturalGas;2630;1;131171;55.6832393491398;2016-10-25;1.0.18;2026-10-25;SingleFamily;Thomas Jul Larsen;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stendiget%2082,%202630%20Taastrup%20(311208493);169;D;Taastrup;311208493;12.2347196300598;True;False;Boligeftersyn P/S;311208493;82;False;Stendiget;CalculatedConsumption;120;1974
127859;8738148d-c6e6-47c5-bcc2-8bcb8bf40c77;206;145;120;1962;0;1982;NaturalGas;2630;1;127859;;2019-10-18;1.0.20;2029-10-18;SingleFamily;Anders Holkjær Hoffkilde;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Midtervej%2022,%202630%20Taastrup%20(311404581);169;C;Taastrup;311404581;;True;False;Energi- og Bygningsrådgivning A/S;311404581;22;False;Midtervej;CalculatedConsumption;120;1962
123969;8764f191-49fa-48f3-b85e-a2939ccd0ee2;108;108;120;1965;0;0;FuelGasOil;2630;1;123969;55.6869446815694;2015-01-06;1.0.17;2025-01-06;SingleFamily;Martin Prip Kruse, afd.: factum2 hillerød, mobil 6019 7107;600068;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Birkevangen%206,%202630%20Taastrup%20(311089954);169;E;Taastrup;311089954;12.2472643355861;True;False;factum2 hillerød;311089954;6;False;Birkevangen;CalculatedConsumption;120;1965
144702;877273d1-f0b5-4cb1-a378-8bf1f3b2533f;104;122;130;1977;0;0;Electricity;2640;1;144702;55.6594577893223;2018-08-28;1.0.19;2028-08-28;SingleFamily;Lars Pless;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Bavne%C3%A5sen%203,%202640%20Hedehusene%20(311332931);169;D;Hedehusene;311332931;12.1894668690847;True;False;OBH Ingeniørservice A/S;311332931;3;False;Bavneåsen;CalculatedConsumption;130;1977
165394;8791dda6-605f-4c90-a9b5-e557178f73ca;144;144;120;1992;0;0;DistrictHeat;2640;3;165394;55.6512658526658;2008-05-08;1.0.15;2018-05-08;SingleFamily;Henrik Møgelgaard;500813;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Vestervang%205,%202640%20Hedehusene%20(100079111);169;C;Hedehusene;100079111;12.1891818988072;True;False;Ingeniørfirmaet Henrik Møgelgaard ApS;100079111;5;False;Vestervang;CalculatedConsumption;120;1992
101434;8797bf45-f69a-4ca4-8cc8-5b821db6fa71;1122;1122;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
176329;87a8b2f8-15ae-4ac0-b2cd-24e07cda5cc2;136;136;120;1998;0;0;DistrictHeat;2630;1;176329;55.63730757331;2012-10-12;1.0.16;2022-10-12;SingleFamily;Bo Mören;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Eneb%C3%A6rkrattet%2014,%202630%20Taastrup%20(310008523);169;C;Taastrup;310008523;12.2796635691027;True;False;OBH Ingeniørservice A/S;310008523;14;False;Enebærkrattet;CalculatedConsumption;120;1998
100446;87c13886-fcce-4ba1-b162-85a66ae3fa1a;80;46;130;1951;0;0;DistrictHeat;2630;1;100446;55.647295731968;2014-07-04;1.0.17;2024-07-04;SingleFamily;Christian Strarup;600045;VALID;34, 35;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stillidsvej%201,%202630%20Taastrup%20(311063423);169;D;Taastrup;311063423;12.3071300281417;True;False;Topdahl ApS;311063423;1;False;Stillidsvej;CalculatedConsumption;130;1949
120242;87dd22a8-41e1-484d-be83-7ca75a094805;3468;3462;140;1973;0;0;DistrictHeat;2630;1;120242;55.6447658547697;2015-11-04;1.0.17;2025-11-04;MultiFamily;Jacob Wibroe;600109;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311143540;169;E;Taastrup;311143540;12.2922268161847;True;False;Danakon a/s;311143540;43;False;Taastrup Vænge;CalculatedConsumption;140;1973
125058;880b94c6-d475-43cf-bee6-f84352667032;0;128;219;1897;128;0;FuelGasOil;2630;1;125058;55.6971148056744;2017-08-23;1.0.18;2027-08-23;SingleFamily;Ejvind Endrup;600105;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Frederiksholmsvej%203,%202630%20Taastrup%20(311268215);169;C;Taastrup;311268215;12.2688667705928;True;False;Murbyg ApS;311268215;3;False;Frederiksholmsvej;CalculatedConsumption;110;1897
131430;882b7b85-4492-4e37-9e2c-e523bd997cb2;0;262;217;1927;262;0;Electricity;2640;3;131430;55.689134148889;2010-05-07;1.0.15;2020-05-07;SingleFamily;Ole Kistrup;600001;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Tostholmvej%207,%202640%20Hedehusene%20(100158772);169;E;Hedehusene;100158772;12.2252753652299;True;False;OBH Ingeniørservice A/S;100158772;7;False;Tostholmvej;CalculatedConsumption;110;1877
164835;8848d482-2fde-4c53-a771-a37c726477aa;302;302;130;1992;0;0;DistrictHeat;2630;1;164835;55.640263863793;2019-06-07;1.0.19;2029-06-07;SingleFamily;Bjarne Gram;600399;VALID;1, 3, 7;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Morelhaven%201,%202630%20Taastrup%20(311381318);169;B;Taastrup;311381318;12.2676072513979;True;False;Godt Byggeri ApS;311381318;1;False;Morelhaven;CalculatedConsumption;130;1992
166196;88e2a88b-985e-4f8d-abb5-3e81152580f2;0;0;120;0;0;0;Electricity;2640;1;166196;55.6241503032874;2017-07-12;1.0.18;2027-07-12;SingleFamily;Michael Pedersen;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Thorsager%2024,%202640%20Hedehusene%20(311260914);169;F;Hedehusene;311260914;12.1953989305567;True;False;OBH Ingeniørservice A/S;311260914;24;False;Thorsager;CalculatedConsumption;120;1996
186536;88ed2960-8755-4b2c-b086-f11bd086f30e;125;125;120;2020;0;0;DistrictHeat;2630;1;186536;;2020-02-13;1.0.20;2030-02-13;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%2018,%202630%20Taastrup%20(311423027);169;A2015;Taastrup;311423027;;True;False;Sandager Bygge- & Energirådgivning ApS;311423027;18;False;Musholmvej;CalculatedConsumption;120;2020
186536;88ed2960-8755-4b2c-b086-f11bd086f30e;125;125;120;2020;0;0;DistrictHeat;2630;1;186536;;2020-02-13;1.0.20;2030-02-13;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%2018,%202630%20Taastrup%20(311423027);169;A2015;Taastrup;311423027;;True;False;Sandager Bygge- & Energirådgivning ApS;311423027;18;False;Musholmvej;CalculatedConsumption;120;2020
186536;88ed2960-8755-4b2c-b086-f11bd086f30e;125;125;120;2020;0;0;DistrictHeat;2630;1;186536;;2020-02-13;1.0.20;2030-02-13;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%2018,%202630%20Taastrup%20(311423027);169;A2015;Taastrup;311423027;;True;False;Sandager Bygge- & Energirådgivning ApS;311423027;18;False;Musholmvej;CalculatedConsumption;120;2020
124620;896f64ad-ecbc-4b8a-9f84-1aa5c9a36cb0;209;131;120;1875;0;1960;FuelGasOil;2630;1;124620;55.6841978968077;2019-02-14;1.0.19;2029-02-14;SingleFamily;Morten Aagesen;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Hultoften%2023,%202630%20Taastrup%20(311359555);169;C;Taastrup;311359555;12.2582875637329;True;False;Energi- og Bygningsrådgivning A/S;311359555;23;False;Hultoften;CalculatedConsumption;120;1875
147744;89b6f092-6388-4302-aed2-bf89be98c3f8;117;117;120;1979;0;0;Electricity;2640;1;147744;55.6515101364646;2011-07-01;1.0.15;2021-07-01;SingleFamily;Ole Børs Petersson;600214;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenalderen%2042,%202640%20Hedehusene%20(100231524);169;F;Hedehusene;100231524;12.1849723327311;True;False;Ole Børs Petersson;100231524;42;False;Stenalderen;CalculatedConsumption;120;1979
126488;8a3b7fb7-db4e-4ddc-9f8f-9e1235cda27d;149;149;120;2015;0;0;Electricity;2630;1;126488;55.6840351953535;2016-06-05;1.0.18;2026-06-05;SingleFamily;Dan Böhm;600016;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Kirkestien%2048,%202630%20Taastrup%20(311181057);169;A2015;Taastrup;311181057;12.2355651542295;True;False;e-consult ApS;311181057;48;False;Kirkestien;CalculatedConsumption;120;2016
145091;8a7a4e71-31c0-4213-ac05-334b4ba5336e;113;75;130;1976;0;0;DistrictHeat;2630;3;145091;55.6398626821298;2008-03-10;1.0.15;2018-03-10;SingleFamily;Bjørn Rolf Matthiessen;500102;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Baunevej%20109,%202630%20Taastrup%20(100069795);169;C;Taastrup;100069795;12.2986981380251;True;False;OBH Ingeniørservice A/S;100069795;109;False;Baunevej;CalculatedConsumption;130;1976
125546;8a8210e3-6d16-4ebe-9adf-a85b2aa8a40e;236;161;110;1900;0;1961;WoodPellets;2640;1;125546;55.6673720644707;2018-11-15;1.0.19;2028-11-15;SingleFamily;Thomas Skov;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8jvangsvej%204,%202640%20Hedehusene%20(311347100);169;F;Hedehusene;311347100;12.2281918655538;True;False;OBH Ingeniørservice A/S;311347100;4;False;Højvangsvej;CalculatedConsumption;110;1900
186266;8a8ab098-3ed0-4b56-be8e-d33ee0e97551;83;83;131;2018;0;0;DistrictHeat;2640;1;186266;55.6435741455335;2018-07-23;1.0.19;2028-07-23;SingleFamily;Martin Dahl Thomsen;600045;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Kongelysvej%2043,%202640%20Hedehusene%20(311327510);169;A2015;Hedehusene;311327510;12.202815860098;True;False;Topdahl ApS;311327510;43;False;Kongelysvej;CalculatedConsumption;130;2018
160171;8ac66590-a1dc-428c-9d99-7e62099d9b28;94;94;130;1985;0;0;DistrictHeat;2630;1;160171;;2020-02-21;1.0.20;2030-02-21;SingleFamily;Søren Funch Jensen;600078;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Dorphs%20Alle%201A,%202630%20Taastrup%20(311423798);169;B;Taastrup;311423798;;True;False;Botjek A/S;311423798;1A;False;Dorphs Alle;CalculatedConsumption;130;1985
101434;8aca7801-1358-4af2-b6ea-134bd8a65ac1;900;900;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
156123;8ad3aaaa-6864-4728-b3fc-8d12f4a86d58;1410;1335;140;1981;0;0;DistrictHeat;2640;1;156123;55.6493499168935;2014-12-16;1.0.17;2024-12-16;MultiFamily;Mads Madsen;600171;VALID;1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311088174;169;C;Hedehusene;311088174;12.2194892297819;True;False;Rambøll Danmark A/S (Aalborg);311088174;162;False;Charlotteager;CalculatedConsumption;140;1981
158622;8ad7c27c-4f72-4a98-94d5-73b31b2b9e35;120;120;130;1985;0;0;NaturalGas;2640;1;158622;55.6457252155275;2018-04-03;1.0.18;2028-04-03;SingleFamily;Jesper Jessen;600242;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Flintev%C3%A6nget%2013,%202640%20Hedehusene%20(311306200);169;C;Hedehusene;311306200;12.1910045909309;True;False;Energihuset Danmark ApS;311306200;13;False;Flintevænget ;CalculatedConsumption;130;1985
150354;8afcea83-9717-486e-9cae-328c106480a2;7078;7078;140;1977;0;0;DistrictHeat;2630;1;150354;55.6552393034976;2016-08-31;1.0.18;2026-08-31;MultiFamily;Christian Strarup;600045;VALID;1, 2, 3;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311197830;169;C;Taastrup;311197830;12.2791762262286;True;False;Topdahl ApS;311197830;1;False;Øksen;CalculatedConsumption;140;1977
162743;8b152bea-fa00-4e76-a12e-7c3d6f6df845;0;329;329;1991;329;0;DistrictHeat;2630;1;162743;55.648592385083;2015-09-02;1.0.17;2025-09-02;NonResidental;Henriette Menå;600017;VALID;1, 2, 3, 5, 17;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311132363;169;C;Taastrup;311132363;12.2762511639804;True;False;Grontmij A/S (Glostrup);311132363;1;False;Girostrøget;CalculatedConsumption;320;1989, 1990, 1991
127212;8b6793df-1853-4f02-a964-2f6a50c28819;0;276;210;1906;276;0;NaturalGas;2630;3;127212;55.6645242336782;2010-05-05;1.0.15;2020-05-05;SingleFamily;Anne Svendsen;600017;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Korsebjergengen%204,%202630%20Taastrup%20(100158399);169;G;Taastrup;100158399;12.2576850682251;True;False;Grontmij A/S;100158399;4;False;Korsebjergengen;CalculatedConsumption;110;1910
178682;8b87f6ec-a2fb-4b25-9bb5-9ac5809ef767;173;116;130;1919;0;1978;NaturalGas;2640;3;178682;55.6463018246495;2009-10-01;1.0.15;2019-10-01;SingleFamily;Michael Nimskov;600248;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenv%C3%A6nget%2018B,%202640%20Hedehusene%20(100136370);169;D;Hedehusene;100136370;12.1923392638563;True;False;Nimskov ApS;100136370;18B;False;Stenvænget;CalculatedConsumption;130;1919
147876;8ba1772a-1faf-4935-a7f7-59dfb566c732;184;103;120;1980;0;0;NaturalGas;2640;1;147876;;2020-03-07;1.0.20;2030-03-07;SingleFamily;Ulf Chabert;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenalderen%2080,%202640%20Hedehusene%20(311426707);169;C;Hedehusene;311426707;;True;False;OBH Ingeniørservice A/S;311426707;80;False;Stenalderen;CalculatedConsumption;120;1980
180792;8bee1458-b16c-4759-87d3-50af6c4c6687;298;298;130;2008;0;0;NaturalGas;2640;1;180792;55.6491666850922;2017-06-13;1.0.18;2027-06-13;SingleFamily;Jacob Wibroe;600109;VALID;1, 2, 3, 4, 5, 6, 7;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Liselundager%208A,%202640%20Hedehusene%20(311253602);169;B;Hedehusene;311253602;12.2305560746104;True;False;Danakon a/s;311253602;8A;False;Liselundager;CalculatedConsumption;130;2008
186268;8c4243d8-31c0-4617-83cc-2a4bf614d99d;505;513;140;0;0;0;DistrictHeat;2630;1;186268;55.6441359059125;2019-04-02;1.0.19;2029-04-02;MultiFamily;Martin Dahl Thomsen;600535;VALID;12;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311368490;169;A2020;Taastrup;311368490;12.2697422715394;True;False;Topdahl Energirådgivere ApS;311368490;90;False;Høje Taastrup Boulevard;CalculatedConsumption;140;2019
165653;8c4db6e5-f7df-4e7a-9a15-63e3b98431e0;0;530;321;1996;530;0;FuelGasOil;2640;1;165653;55.6429138621301;2016-02-15;1.0.18;2026-02-15;NonResidental;Allan Bojesen;600020;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311158811;169;E;Hedehusene;311158811;12.1805224590148;True;False;Alekto A/S;311158811;21;False;Beredskabsvej;CalculatedConsumption;320;1996
186226;8c6f9532-b529-40c9-bd29-fc9a0d5213c5;111;111;131;2018;0;0;DistrictHeat;2640;1;186226;55.644027151115;2018-03-15;1.0.18;2028-03-15;SingleFamily;Martin Dahl Thomsen;600045;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Kongelysvej%2059,%202640%20Hedehusene%20(311303064);169;A2015;Hedehusene;311303064;12.2019944145368;True;False;Topdahl ApS;311303064;59;False;Kongelysvej;CalculatedConsumption;130;2018
125503;8c72a3d0-96e7-4b02-b1c5-be583f0c186b;187;141;110;1920;0;1972;FuelGasOil;2640;1;125503;55.6700483227938;2011-11-07;1.0.15;2021-11-07;SingleFamily;Ark. Maa. Jørgen Kjær Hansen;600128;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8jvangsvej%202,%202640%20Hedehusene%20(100248017);169;D;Hedehusene;100248017;12.2173564401689;True;False;Botjek Taastrup, Arkitekt M.A.A. Jørgen Kjær Hansen;100248017;2;False;Højvangsvej;CalculatedConsumption;110;1920
