Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2500;False;Varmtvandsrør;2;True;1400;Isolering af brugsvandsrør og cirkulationsledning;3-1-3-0
8000;False;Varmerør;1;True;1800;Rør isolering i boilerrum;2-2-2-0
25000;False;Varmtvandspumper;7;True;17700;Ny cirkulationspumpe til brugsvand, som Magna 25-60 N/32-60 N, 85 W;3-1-4-0
27500;False;Varmefordelingspumper;10;True;8500;Ny varmefordelingspumpe, som Grundfos Magna3 80-40 F, 326 W;2-2-3-0
85000;False;Automatik;0;True;20400;Montering af termostatventiler;2-2-4-0
160000;False;Ventilation;3;True;34400;Udskiftning af ventilatorer på tag.;1-5-1-0
250000;False;Solceller;4;True;23600;Montage af nye solceller, Monokrystallinske silicium, større end 50 kW;4-1-3-0
461600;False;Etageadskillelse;9;True;15500;Efterisolering af gulv mod uopvarmet kælder med 150 mm isolering;1-4-2-0
519300;False;Loft;5;True;21800;Efterisolering af loftsrum med 300 mm isolering;1-1-1-0
1512000;False;Varmefordeling;6;False;3500;Etablering af nyt varmefordelingsanlæg til radiatorer;2-2-1-0
2137000;False;Vinduer;8;False;52900;Udskiftning af vinduer til trelags energirude;1-3-1-0
2355500;False;Massive ydervægge;11;True;76700;Udvendig efterisolering af ydervægge med 250 mm.;1-2-2-0
