Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
750;False;Varmt brugsvand;97;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af tilslutningsrør til varmtvandsbeholdere;3-1-0-0
3750;False;Belysning;101;False;500;Bevægelsesmeldere og dagslysstyring i frokoststuer;4-1-1-0
7800;False;Vinduer, ovenlys og døre;108;Kan ikke beregnes;Kan ikke beregnes;Montering af forsatsrude (2 lags energirude) på ovenlys med 2 lags termorude;1-3-0-0
14000;False;Varmt brugsvand;96;False;1700;Montering af nye cirkulationspumper på brugsvandsanlæg;3-1-0-0
15000;False;Belysning;100;True;2900;Bevægelsesmeldere i toiletter, forrum o.lign.;4-1-1-0
24000;False;Varmt brugsvand;90;False;1800;Efterisolering af brugsvandsrør og cirkulationsledning;3-1-0-0
28500;False;Belysning;98;True;4400;Udskiftning til LED-belysning i trappeopgange;4-1-1-0
30000;False;Apparater;104;True;2900;Udskiftning af udebelysning til LED;4-1-2-0
35000;False;Varmefordeling;92;True;7200;Udskiftning af cirkulationspumper på varmeanlæg;2-2-0-0
41860;False;Vinduer, ovenlys og døre;106;Kan ikke beregnes;Kan ikke beregnes;Udskiftning af isolerede yderdøre;1-3-0-0
43900;False;Belysning;103;True;17500;Bevægelsesmeldere og dagslysstyring i lagerareal;4-1-1-0
61500;False;Belysning;99;True;8500;Udskiftning til LED-belysning i gangarealer;4-1-1-0
95000;False;Varmefordeling;91;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af varmefordelingsrør;2-2-0-0
100000;False;Ventilation;105;True;7400;Udskiftning af tagventilatorer;1-5-0-0
182250;False;Belysning;102;True;29900;Bevægelsesmeldere og dagslysstyring i kontorlokaler;4-1-1-0
299000;False;Vinduer, ovenlys og døre;107;False;900;Udskiftning af rulleporte;1-3-0-0
350400;False;Ydervægge;95;Kan ikke beregnes;Kan ikke beregnes;Indvendig efterisolering af kælderydervæg mod jord med 100 mm.;1-2-0-0
380000;False;Gulve;93;Kan ikke beregnes;Kan ikke beregnes;Udførelse af nyt terrændæk;1-4-0-0
400000;False;Varmeanlæg;110;True;86900;Udskiftning af kedel til kondenserende kedel (Energimærke A);2-0-0-0
478400;False;Vinduer, ovenlys og døre;109;Kan ikke beregnes;Kan ikke beregnes;Montering af forsatsrude (2 lags energirude) på ovenlys med 2 lags termorude;1-3-0-0
609900;False;Vinduer, ovenlys og døre;88;False;14500;Udskiftning af termoruder til energiruder;1-3-0-0
2904000;False;Tag og loft;89;Kan ikke beregnes;Kan ikke beregnes;Udvendig efterisolering af fladt tag;1-1-0-0
6346000;False;Gulve;94;False;6100;Udførelse af nyt terrændæk;1-4-0-0
