Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2500;True;Varmerør;0;True;200;Efterisolering varmerør i skunk.;2-2-2-0
178200;True;Hule ydervægge;1;False;800;Supplerende ydervægsisolering.;1-2-1-0
331600;True;Terrændæk;2;False;1800;Supplerende gulvisolering.;1-4-1-0
