Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
0;False;Kedler;336515;False;0;Konvertering til naturgas. ;2-1-2-0
0;False;Belysning;336519;False;400;Udskiftning til lavenergipærer.;4-1-1-0
0;False;Vinduer;336524;True;3800;Udskiftning til energiglas eller lavenergi-termoruder;1-3-1-0
4000;False;Varmepumper;336516;True;800;Udskiftning af cirkulationspumpe på varmeanlæg. ;2-2-3-0
5120;False;Varmtvandsrør;336517;True;900;Efterisolering af varmefordelingsrør.;3-1-3-0
9750;False;Varmtvandsrør;336518;True;500;Efterisolering af varmefordelingsrør i krybekælder. ;3-1-3-0
27500;False;Etageadskillelse;336522;True;2600;Efterisolering af gulv mod kælder.;1-4-2-0
35025;False;Loft;336520;False;500;Efterisolering af skråvægge.;1-1-1-0
73800;False;Massive ydervægge;336521;True;10700;Efterisolering af ydervægge.;1-2-2-0
91850;False;Etageadskillelse;336523;True;6800;Efterisolering af gulv mod krydekælder.;1-4-2-0
