Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
52828;False;Vinduer, ovenlys og døre;53;False;1300;Udskiftning af vinduer med 2 lags termorude til nye vinduer monteret med 2 lags energirude med varm kant.;1-3-0-0
31725;False;Tag og loft;54;False;1400;Efterisolering af loft mod uopvarmet tagrum med 150 mm.;1-1-0-0
139322,5;False;Ydervægge;55;False;2300;Efterisolering af massive ydervægge med 200 mm;1-2-0-0
4500;False;Varmefordeling;56;True;700;Montering af ny cirkulationspumpe på varmeanlæg;2-2-0-0
4500;False;Varmefordeling;57;True;600;Montering af ny cirkulationspumpe på varmeanlæg;2-2-0-0
125000;False;Varmepumper;58;True;14300;Jordvarme, (væske/vand), nyt anlæg, omdrejningsreguleret;2-1-5-0
210;False;Varmt brugsvand;59;False;20;Isolering af tilslutningsrør til varmtvandsbeholder;3-1-0-0
92000;False;Solceller;60;False;3900;Montering af 20 kvm solceller i taget;4-1-3-0
35000;False;Solvarme;61;False;2000;Montering af plan solfanger og beholder til brugsvand;2-1-6-0
65000;False;Varmeanlæg;62;True;5300;Konvertering til naturgas;2-0-0-0
