Nummer;CalculatedConsumption;CalculatedEnergyConsumption;ElectricityPrice;FixedCharge;HeatSupplyCost;ExtraCostPrYear;TotalProfitableInvestment;CalculatedEmissionLowering;AdditionalHeat;CalculatedEmission;HeatSupply;AdditionalHeatCost;CalculatedEnergySavings;PossibleEnergyLabelForAllProposals;TotalRecommendedInvestment;PossibleEnergyLabelForAllProfitableProposals;ExtraCostPrYearForAllProposals;ExtraCostPrYearForRecommendedProposals;ExtraCostPrYear;TotalProfitableInvestment
311442128;74200;70700;2,2;32741,5;585,09;0;Kan ikke beregnes;0;Ingen;-271330150;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311155980;37200;50600;2,25;9303,14;551,05;22000;Kan ikke beregnes;6051700;Ingen;7134600;DistrictHeat;0;25700;A2010;0;B;22000;0;14300;195200
100150505;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;2500;;0;0
311087860;8900;7900;2,5;3787,77;648,24;3600;Kan ikke beregnes;922900;Ingen;1109700;DistrictHeat;0;1700;A2010;0;B;3600;0;0;0
311417300;32199;49517;2,2;2399,76;585,09;0;Kan ikke beregnes;0;Ingen;-2172300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100062512;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;E;0;;0;0
311197828;140269;156217;2,1;49247;580,45;0;Kan ikke beregnes;0;Ingen;-1581375630;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311251718;19300;20600;2,4;0;938,811881188119;8300;Kan ikke beregnes;2417800;Wood;5458400;FuelGasOil;0;15900;C;0;D;8300;0;3000;50100
311278165;344800;441800;2,2;88368,47;580,45;42300;Kan ikke beregnes;10260500;Ingen;62289600;DistrictHeat;0;72700;C;0;C;42300;0;35800;920000
100170783;Er ikke beregnet;Er ikke beregnet;2;0;494,845360824742;Er ikke beregnet;6400;Er ikke beregnet;;Er ikke beregnet;Briquettes;0;Er ikke beregnet;;;E;44200;;44200;6400
311334818;10500;12300;2,36;3577,7;557,23;1500;Kan ikke beregnes;153000;Ingen;798200;DistrictHeat;0;1800;B;0;B;1500;0;800;14300
311327488;4800;2900;1,6;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;185900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311155660;18500;30000;2;0;615,818181818182;5100;Kan ikke beregnes;1682400;WoodChips;6103700;NaturalGas;0;8300;C;0;C;5100;0;3900;85900
300010958;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311435058;6400;3700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;236600;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311435058;6400;3700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;236600;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311435058;6400;3700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;236600;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100258275;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;B;700;;0;0
311222306;229600;302100;2,3;1138,1;557;555500;Kan ikke beregnes;157028500;Ingen;60619300;DistrictHeat;0;361300;A2010;0;B;555500;0;483200;3279500
311405555;10400;12000;2,2;3322,55;585,09;4200;Kan ikke beregnes;409300;Ingen;777400;DistrictHeat;0;4100;A2010;23500;B;4200;0;1300;21900
311352871;59400;80100;2,3;14737,3;557,23;39500;Kan ikke beregnes;4225200;Ingen;5200700;DistrictHeat;0;54100;C;0;D;39500;0;8800;169300
311411758;2500;1700;1,519;0;1519;0;Kan ikke beregnes;0;Ingen;323900;Electricity;0;0;A2015;0;A2015;0;0;0;0
311345582;47400;42200;2,26;0;1122,77227722772;38100;Kan ikke beregnes;9974100;Ingen;11225200;FuelGasOil;0;35900;A2010;0;A2010;38100;0;38000;557000
311401415;32100;45700;2,2;0;703,636363636364;3400;Kan ikke beregnes;845300;Ingen;9304500;NaturalGas;0;4200;C;0;C;3400;0;2500;5800
100211448;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311441348;68900;121200;2,1;0;519,090909090909;12400;Kan ikke beregnes;4896700;Ingen;24678100;NaturalGas;0;24000;C;0;C;12400;0;300;9900
100031183;Er ikke beregnet;Er ikke beregnet;1,8;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C2;0;;0;0
100212250;Er ikke beregnet;Er ikke beregnet;2;1219;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
311082549;1003;-2294;2,1;0;2100;0;Kan ikke beregnes;0;Ingen;-1584900;Electricity;0;0;A2020;0;A2020;0;0;0;0
311335350;16600;25000;2,26;0;422,680412371134;9600;Kan ikke beregnes;594000;Ingen;642700;WoodPellets;0;9600;C;0;C;9600;0;7600;111900
311228016;9300;16300;2;0;572,727272727273;5900;Kan ikke beregnes;2065100;Wood;3311000;NaturalGas;0;7500;A2010;0;C;5900;0;500;5000
311148755;37300;45200;2,25;7351,74;662,02;15700;Kan ikke beregnes;3912900;Ingen;6360600;DistrictHeat;0;16000;C;0;C;15700;0;7100;0
310019952;34200;78100;2;0;437,727272727273;23800;Kan ikke beregnes;2840300;Ingen;0;Wood;0;39200;C;110200;C;23800;0;22200;0
311428603;41499;64054;2,15;0;422,680412371134;10600;Kan ikke beregnes;-358100;Ingen;1332800;WoodPellets;0;32500;B;0;C;10600;0;11700;183300
311323847;6300;9600;2,3;0;656,363636363636;500;Kan ikke beregnes;165900;Ingen;1954400;NaturalGas;0;800;B;0;C;500;0;0;0
100262239;Er ikke beregnet;Er ikke beregnet;2;0;463,917525773196;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;WoodPellets;437,727272727273;Er ikke beregnet;;;D;4900;;0;0
310018920;5000;3500;2;0;2000;0;Kan ikke beregnes;0;Briquettes;1424200;Electricity;494,845360824742;0;A2010;0;A2010;0;0;0;0
100226356;Er ikke beregnet;Er ikke beregnet;1,53;0;1530;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;C;9100;;8200;102100
311305368;7500;7100;2,25;0;658,181818181818;400;Kan ikke beregnes;96800;Ingen;2243000;NaturalGas;0;200;B;0;B;400;0;0;0
311134621;30400;46100;0;0;659;38400;Kan ikke beregnes;10134800;Ingen;6441400;DistrictHeat;0;30000;A2010;0;B;38400;0;28800;0
903122;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;B1;0;;0;0
311114820;37200;44800;2,3;4239,6;735,35;26500;Kan ikke beregnes;5499800;Ingen;6312600;DistrictHeat;0;32100;B;0;C;26500;0;21300;0
311258231;9900;10500;2,3;0;940,594059405941;9400;Kan ikke beregnes;2312900;Ingen;2771800;FuelGasOil;0;9700;A2010;0;C;9400;0;5100;107000
311144235;36400;48600;0;7937;586,21;20600;Kan ikke beregnes;5113800;Ingen;6791400;DistrictHeat;0;22100;C;517900;D;20600;0;11700;0
311300447;7700;9500;2,2;0;635,454545454546;4200;Kan ikke beregnes;1242000;Ingen;2419000;NaturalGas;0;1700;B;0;C;4200;0;0;0
100224227;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;D;6000;;4600;25800
100187960;Er ikke beregnet;Er ikke beregnet;2;1219;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;900;;900;300
100262536;Er ikke beregnet;Er ikke beregnet;2;0;795;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;6200;;1600;11500
311247746;5595;8730;2,3;0;615,454545454545;0;Kan ikke beregnes;0;Ingen;1016000;NaturalGas;0;0;A2015;0;A2015;0;0;0;0
311276944;17000;9500;1,78;0;1780;6900;Kan ikke beregnes;2465600;Ingen;6295900;Electricity;0;3700;C;0;D;6900;0;3800;55400
311184030;23400;26100;2,1;0;797,029702970297;20500;Kan ikke beregnes;6808500;Wood;7710100;FuelGasOil;0;24700;A2020;0;A2010;20500;0;19100;407100
311232649;14200;8800;2,01;4269,12;780,45;0;Kan ikke beregnes;0;Ingen;2524300;DistrictHeat;0;0;B;0;B;0;0;0;0
311072783;10900;12300;2;3832,95;573,76;400;Kan ikke beregnes;117100;Ingen;1727300;DistrictHeat;0;800;B;0;C;400;0;0;0
100211952;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311103426;139600;207400;2,1;0;672,727272727273;192900;Kan ikke beregnes;60159000;Ingen;42303500;NaturalGas;0;153000;A2010;0;C;192900;0;115900;0
311174671;9200;14400;2,3;0;640,909090909091;3700;Kan ikke beregnes;1062800;Ingen;2927400;NaturalGas;0;1600;B;0;B;3700;0;3600;80000
311092493;27100;17600;1,85;0;1850;22000;Kan ikke beregnes;7452900;Wood;9093100;Electricity;441,176470588235;9400;A2010;143200;C;22000;0;16000;0
300011749;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311068056;24800;30200;2,21;0;818,181818181818;14500;Kan ikke beregnes;3805200;Ingen;6160800;NaturalGas;0;14800;B;338800;C;14500;0;7500;0
100170738;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
100181740;Er ikke beregnet;Er ikke beregnet;2;1031;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
311309061;12900;22000;2,1;0;585,585585585586;9000;Kan ikke beregnes;4420400;Ingen;6176400;FuelOil;0;19300;A2010;0;B;9000;0;6600;177000
200005254;Er ikke beregnet;Er ikke beregnet;1,8;0;763,636363636364;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;11500;;7400;4200
100058115;Er ikke beregnet;Er ikke beregnet;2;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C1;5200;;2200;700
311397020;6800;4700;2,5;3642,66;660,72;0;Kan ikke beregnes;0;Ingen;-31219500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311422518;10300;8400;1,447;3699,15;585,09;4600;Kan ikke beregnes;465600;Ingen;791200;DistrictHeat;0;3900;A2015;0;A2010;4600;0;3100;60000
100170783;Er ikke beregnet;Er ikke beregnet;2;0;494,845360824742;Er ikke beregnet;6400;Er ikke beregnet;;Er ikke beregnet;Briquettes;0;Er ikke beregnet;;;E;44200;;44200;6400
311253601;13800;23900;2,2;0;578,181818181818;7200;Kan ikke beregnes;2424000;Wood;4865400;NaturalGas;0;9200;C;0;D;7200;0;3700;111600
311394751;7500;11300;2,33;0;663,636363636364;0;Kan ikke beregnes;0;Ingen;2279700;NaturalGas;0;0;C;0;C;0;0;0;0
311341799;11100;13900;2,1;3290,66;557,23;2700;100000;259000;Ingen;901600;DistrictHeat;0;1300;B;0;B;2700;0;2700;100000
311399597;13800;19600;0;0;703,636363636364;11900;Kan ikke beregnes;4155700;Ingen;3962600;NaturalGas;0;18000;A2015;0;B;11900;0;6000;95000
100241394;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;800;;0;0
100182680;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
311339031;26700;33800;2,2;0;677,272727272727;19700;Kan ikke beregnes;4441200;Ingen;6877300;NaturalGas;0;21900;B;0;D;19700;0;11100;227200
311193295;5400;9000;2;0;596,363636363636;0;Kan ikke beregnes;0;Ingen;1829900;NaturalGas;0;0;C;0;C;0;0;0;0
311145386;46000;56400;0;12959;586,21;20800;Kan ikke beregnes;5094700;Ingen;7887700;DistrictHeat;0;23200;C;480300;D;20800;0;11500;0
311346129;2000;1300;1,58;0;1580;0;Kan ikke beregnes;0;Ingen;248900;Electricity;0;0;A2015;0;A2015;0;0;0;0
100051084;Er ikke beregnet;Er ikke beregnet;2;0;681,818181818182;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B2;0;;0;0
311108209;23900;24700;2,25;0;970,29702970297;5700;Kan ikke beregnes;1595700;Wood;6546300;FuelGasOil;0;4700;C;0;C;5700;0;5000;0
311245323;2900;1600;1,8;0;1800;0;Kan ikke beregnes;0;Ingen;1056900;Electricity;0;0;A2015;0;A2015;0;0;0;0
100218521;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;E;10400;;1500;8000
100168636;Er ikke beregnet;Er ikke beregnet;2;0;910,891089108911;Er ikke beregnet;3000;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;4300;;4300;3000
200020052;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;29000;;17000;101500
310039394;18300;17700;2,2;3588;832,6;11800;Kan ikke beregnes;2816700;Ingen;2483100;DistrictHeat;0;9500;A2020;87300;A2020;11800;0;11600;0
100204351;Er ikke beregnet;Er ikke beregnet;2;0;727,272727272727;Er ikke beregnet;1300;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;3500;;3500;1300
200049094;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;361000;;309800;91500
100236476;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;2100;;2100;1500
100219924;Er ikke beregnet;Er ikke beregnet;2;1031;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;A2;0;;0;0
100167445;Er ikke beregnet;Er ikke beregnet;1,92;0;1920;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;E;4100;;0;0
100127423;Er ikke beregnet;Er ikke beregnet;2;1138;557,25;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;3060;;0;0
100250640;Er ikke beregnet;Er ikke beregnet;2,04;0;2040;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;C;15500;;15200;96700
100248017;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;4100;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;5700;;5700;4100
311087098;8400;10300;2,05;0;818,181818181818;6600;Kan ikke beregnes;1317400;Ingen;2093100;NaturalGas;0;9100;A2020;0;C;6600;0;0;0
311348932;20700;29000;2,1;4528,52;557,23;6800;Kan ikke beregnes;737600;Ingen;1883100;DistrictHeat;0;9000;C;0;D;6800;0;2000;26100
100279611;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;12500;;10700;125000
311144647;15000;24300;2,2;0;615,818181818182;9000;Kan ikke beregnes;2845000;Ingen;4943000;NaturalGas;0;10000;C;0;D;9000;0;6500;0
311200192;20200;38400;2;0;525,773195876289;13300;Kan ikke beregnes;1249200;Ingen;0;WoodPellets;0;20200;C;0;D;13300;0;10300;130100
311287173;11600;13500;0;3726;580,45;400;Kan ikke beregnes;100800;Ingen;1880200;DistrictHeat;0;800;C;0;C;400;0;0;0
311061514;9400;14000;2;1356,63;573,76;2700;Kan ikke beregnes;676800;Ingen;1969800;DistrictHeat;0;4800;B;0;C;2700;0;600;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311023732;22600;29400;2;0;768,181818181818;7700;Kan ikke beregnes;2306900;Ingen;6860900;NaturalGas;0;11000;D;147300;E;7700;0;4000;0
311085242;15000;34000;0;0;441,176470588235;3800;Kan ikke beregnes;263200;Ingen;0;Wood;0;7000;D;0;E;3800;0;2400;0
100259791;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;3600;;0;0
311303081;4900;3200;2;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;440000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311116911;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311123229;11400;12200;2,2;3453,69;648,24;4100;Kan ikke beregnes;1081500;Ingen;1714600;DistrictHeat;0;3900;B;0;C;4100;0;600;0
100155893;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;DistrictHeat;441,176470588235;Er ikke beregnet;;;C;0;;0;0
311297218;14100;22100;2,2;0;635,454545454546;8700;Kan ikke beregnes;2746300;Wood;4496200;NaturalGas;0;10900;C;0;D;8700;0;4300;145700
311071210;10700;13200;2;3130,71;573,76;4400;Kan ikke beregnes;1323400;Ingen;1850000;DistrictHeat;0;4000;C;80900;C;4400;0;1000;0
100064489;Er ikke beregnet;Er ikke beregnet;1,74;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;-244580;;0;0
311260914;25100;14100;1,78;0;1780;13700;Kan ikke beregnes;4953600;Ingen;9312500;Electricity;0;7400;D;0;E;13700;0;7800;92500
100273693;Er ikke beregnet;Er ikke beregnet;2,09;0;525,773195876289;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;WoodPellets;437,727272727273;Er ikke beregnet;;;C;5300;;0;0
310035923;10000;8800;2;3624,325;573;6600;100000;2188500;Ingen;1726100;DistrictHeat;0;3300;A2020;100000;A2020;6600;0;6600;0
311414234;3100;2100;1,519;0;1519;0;Kan ikke beregnes;0;Ingen;396400;Electricity;0;0;A2020;0;A2020;0;0;0;0
311258524;9388;9996;2,2;4474,71;580,45;2000;Kan ikke beregnes;603400;Ingen;-281668960;DistrictHeat;0;1100;A2010;0;B;2000;0;300;4500
311385045;9800;5500;1,78;0;1780;4600;Kan ikke beregnes;506900;Ingen;1082400;Electricity;0;2600;A2010;0;C;4600;0;1000;35900
311358252;7900;11300;2,2;0;695,454545454545;0;Kan ikke beregnes;0;Ingen;2301200;NaturalGas;0;0;C;0;C;0;0;0;0
311172265;10500;16400;2,28;0;640,909090909091;5300;Kan ikke beregnes;1683200;Ingen;3333400;NaturalGas;0;7900;A2010;0;B;5300;0;2200;40600
100221746;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
100122122;Er ikke beregnet;Er ikke beregnet;2;0;649,090909090909;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;NaturalGas;437,727272727273;Er ikke beregnet;;;D;1600;;700;2000
311412781;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311069568;10700;7100;1,78;0;1780;9600;Kan ikke beregnes;3414300;Wood;3730800;Electricity;437,727272727273;5300;A2020;0;A2010;9600;0;6300;0
100071004;Er ikke beregnet;Er ikke beregnet;1,85;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
100240049;Er ikke beregnet;Er ikke beregnet;2;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;FuelGasOil;437,727272727273;Er ikke beregnet;;;D;15000;;7800;80400
311197828;140269;156217;2,1;49247;580,45;0;Kan ikke beregnes;0;Ingen;-1581375630;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311332708;8600;13000;2,2;0;656,363636363636;3000;Kan ikke beregnes;358400;Ingen;2648000;NaturalGas;0;1800;B;0;C;3000;0;0;0
311183144;6640;4269;2;3671,04;580,45;0;Kan ikke beregnes;0;Ingen;-60109710;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311024810;16300;15000;2,05;0;1089,10891089109;18900;275200;6643300;Wood;3974100;FuelGasOil;0;5300;A2010;224500;A2010;18900;0;18900;0
311417300;32199;49517;2,2;2399,76;585,09;0;Kan ikke beregnes;0;Ingen;-2172300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311297946;13300;9100;2,2;7993,61;580,45;3600;Kan ikke beregnes;1039600;Ingen;1273300;DistrictHeat;0;2600;A2020;0;B;3600;0;0;0
311121492;47400;48800;2,05;0;970,29702970297;36700;Kan ikke beregnes;14472600;Ingen;12978200;FuelGasOil;0;22100;C;0;D;36700;0;30300;0
100212893;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;4300;;600;800
311092056;15500;12800;2;4038,33;759,22;2300;Kan ikke beregnes;767000;Ingen;2535300;DistrictHeat;0;1200;C;0;C;2300;0;2200;0
311331473;6707;3914;2,25;4086,46;668,21;0;Kan ikke beregnes;0;Ingen;-31307250;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
200040360;Er ikke beregnet;Er ikke beregnet;1,89;1219,86;597,33;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311044207;18400;11900;2;0;2000;6900;86000;2250200;Electricity;5562000;Electricity;2000;3800;C;86000;C;6900;0;6900;0
100066749;Er ikke beregnet;Er ikke beregnet;1,85;0;763,636363636364;Er ikke beregnet;2500;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;3400;;3400;2500
311163737;4800;2900;2,3;3054,27;580,45;0;Kan ikke beregnes;0;Ingen;407500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311303070;4700;3600;2;2662,76;557,23;0;Kan ikke beregnes;0;Ingen;502000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311317725;44100;35800;2,3;24058,74;557,23;0;Kan ikke beregnes;0;Ingen;5046400;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311432093;9400;9900;2;3561,61;585,09;2800;Kan ikke beregnes;282400;Ingen;638300;DistrictHeat;0;2700;A2010;0;B;2800;0;0;0
311385330;-7266;-1277;1,45;0;1450;600;Kan ikke beregnes;75700;Ingen;-266760;Electricity;0;400;A2010;0;A2010;600;0;0;0
311172551;10700;11300;2,25;2848,68;691,43;4500;Kan ikke beregnes;1197100;Ingen;1583500;DistrictHeat;0;3300;A2010;0;B;4500;0;3100;101300
100232136;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;21900;;21900;3500
100255983;Er ikke beregnet;Er ikke beregnet;2,04;0;463,917525773196;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;WoodPellets;0;Er ikke beregnet;;;D;6800;;6100;99000
100242125;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;6300;;0;0
919310;Er ikke beregnet;Er ikke beregnet;2;0;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;;0;Er ikke beregnet;;;B1;0;;0;0
311228757;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311406181;2320;1368;1,369;0;1369;0;Kan ikke beregnes;0;Electricity;262400;Electricity;1369;0;A2020;0;A2020;0;0;0;0
311154075;2300;1300;1,75;0;1750;0;Kan ikke beregnes;0;Ingen;834100;Electricity;0;0;A2015;0;A2015;0;0;0;0
100196182;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;1300;;700;3400
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
100159072;Er ikke beregnet;Er ikke beregnet;2;3250;659;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
311327508;4500;3200;1,6;2644,82;557,23;0;Kan ikke beregnes;0;Ingen;204800;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311392503;14800;20200;2,2;0;732,727272727273;10700;Kan ikke beregnes;2358200;Ingen;4108600;NaturalGas;0;11700;A2010;0;C;10700;0;4100;123900
311021267;25100;26300;2;0;954,545454545455;9300;Kan ikke beregnes;2263600;Ingen;6123300;NaturalGas;0;9900;C;115900;D;9300;0;6100;0
311431552;20400;26400;2,02;4961,36;585,09;4000;Kan ikke beregnes;404200;Ingen;1712800;DistrictHeat;0;3300;B;0;C;4000;0;2900;39500
311190866;14300;18100;2,22;3783,18;580,45;4800;Kan ikke beregnes;1328000;Wood;2540900;DistrictHeat;0;4700;B;0;C;4800;0;3200;58700
311219533;164500;225600;1,68;0;727,272727272727;157700;Kan ikke beregnes;37092200;Ingen;46197900;NaturalGas;0;211900;A2010;0;C;157700;0;125900;720000
