Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
0;False;Vinduer;540628;False;1300;Udskifte termoruder;1-3-1-0
16775;False;Loft;540627;False;1300;Efterisolere tagkonstruktion;1-1-1-0
