Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2700;False;Varmtvandsrør;13;False;30;Isolering af tilslutningsrør;3-1-3-0
6000;False;Varmefordelingspumper;0;True;600;Ny varmefordelingspumpe, som Grundfos Magna 25-40/32-40, 37 W;2-2-3-0
13500;False;Varmefordelingspumper;1;True;2100;Ny varmefordelingspumpe;2-2-3-0
34600;False;Belysning;4;False;2100;Monter lys og bevægelses styring;4-1-1-0
51900;False;Belysning;3;True;7100;Udskift halogen til LED og monter lys og bevægelses styring;4-1-1-0
60000;False;Ventilation;6;True;25100;Udskiftning af udsugningsanlæg og montering af styring;1-5-1-0
82800;False;Fladt tag;10;False;500;Efterisolering af fladt tag med 100 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
90000;False;Ventilation;7;False;2200;Udskiftning af ventilationsanlægget i kontorer i stueplan mod nord;1-5-1-0
94000;False;Ventilationskanaler;8;False;2100;Isolering af kanaler og anlæg;1-5-2-0
116400;False;Yderdøre;11;False;2500;Udskiftning af glasdør/terrassedør;1-3-3-0
120000;False;Ventilation;5;True;25000;Udskiftning af ventilationsanlægget som betjener kontorlokaler på 2. sal, mod syd.;1-5-1-0
169600;False;Loft;9;False;3600;Efterisolering af loftrum med 100 mm isolering.;1-1-1-0
216200;False;Belysning;2;True;15200;Udskift rør til LED og monter lys og bevægelses styring;4-1-1-0
355000;False;Vinduer;12;True;16400;Udskiftning af ruder i vinduer med termoruder;1-3-1-0
