Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
3400;False;Varmtvandsrør;7;True;300;Isolering af tilslutningsrør til varmtvandsbeholderen op til 50 mm.;3-1-3-0
4500;False;Varmtvandspumper;0;True;1500;Montering af ny cirkulationspumpe på brugsvandsanlæg.;3-1-4-0
4500;False;Varmefordelingspumper;8;True;400;Ny pumpe til forsyning af varmeflade ventilation (kantine).;2-2-3-0
6500;False;Varmefordelingspumper;6;True;800;Ny pumpe til forsyning af varmeflade ventilation (køkken).;2-2-3-0
9800;False;Belysning;16;True;1500;"2.sal -  Gangarealer.   
Udskiftning af T8 rør til nye LED rør samt regulering af belysningen med PIR føler. ";4-1-1-0
10000;False;Belysning;9;True;1800;"Kælderen.        
Regulering af belysningen ved bevægelsesmelder.";4-1-1-0
10000;False;Belysning;17;True;1900;"Trapper.    
Regulering af belysningen ved bevægelsesmelder.";4-1-1-0
15000;False;Varmefordelingspumper;5;True;3700;"Hovedpumpe.   
Montering af ny cirkulationspumpe på varmeanlæg.";2-2-3-0
15000;False;Belysning;11;True;1500;"Toiletter.      
Regulering af belysningen ved bevægelsesmelder.";4-1-1-0
16000;False;Belysning;14;True;2500;"Stueetage og 1.sal -  Gangarealer.
Udskiftning af T8 rør til nye LED rør samt regulering af belysningen med PIR føler. ";4-1-1-0
26300;False;Belysning;12;True;2700;"Kantine.    
Udskiftning af T8 rør til nye LED rør samt regulering af belysningen med PIR føler. ";4-1-1-0
32400;False;Belysning;10;True;3900;"P-kælder.   
Udskiftning af T8 rør til nye LED rør. ";4-1-1-0
58500;False;Belysning;15;True;10500;"2.sal -  kontorer m.v.    
Udskiftning af T8 rør til nye LED rør samt regulering af belysningen med PIR føler. ";4-1-1-0
67300;False;Belysning;13;True;12100;"Stueetage og 1.sal -  kontorer m.v.    
Udskiftning af T8 rør til nye LED rør samt regulering af belysningen med PIR føler. ";4-1-1-0
142800;False;Etageadskillelse;2;True;25100;Isolering af gulv mod uopvarmet kælder med 100 mm.;1-4-2-0
210800;False;Loft;3;False;3700;Efterisolering af loftrum med 100 mm.;1-1-1-0
300000;False;Solceller;1;True;22200;"Montering af solceller til supplering af elforbruget.   
100 m² Solcellepaneler.";4-1-3-0
757600;False;Vinduer;4;True;30400;Udskiftning af termoruder til nye to-lags energiruder.;1-3-1-0
