Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
32000;False;Varmt brugsvand;1;True;2300;Etablering af solvarme;3-1-1-0
60000;False;Varmepumper;2;True;6200;Udskift varmepumpen til 3 nye;2-1-5-0
77000;False;Solceller;3;True;4200;Etablering af solceller enfamiliehuse;4-1-3-0
98000;False;Vinduer;0;False;2800;Udskiftning af vinduer/glasdøre til energiruder;1-3-1-0
