Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
3250;False;Varmefordeling;80;False;195900;Isolering af uisolerede pumper, flanger og ventiler i fyrrum;2-2-0-0
5000;False;Varmefordeling;81;True;198200;Isolering af uisolerede pumper til ventilationsanlæg på loft;2-2-0-0
5000;False;Varmt brugsvand;82;True;2700;Udskiftning af brugsvandscirkulationspumpe i varmecentral;3-1-0-0
10000;False;Ventilation;86;True;239400;Driftstid på kontroludsugning ændres således at ventilatorer kun er i drift i bygningens brugstid;1-5-0-0
15000;False;Belysning;83;True;198900;Montering af bevægelsesmeldere i kældergange;4-1-1-0
30000;False;Koldt vand;79;True;6500;Udskiftning af 1-skyls toiletter til 2-skyls vandbesparende toiletter;3-2-0-0
31500;False;Belysning;85;True;211500;Udskiftning af halogenspotbelysning til lavenergi lyskilder i kantine;4-1-1-0
40500;False;Varmefordeling;77;False;5000;Montering af nye cirkulationspumper på 9 af 10 ventilationsanlæg på loft;2-2-0-0
140000;False;Belysning;84;True;252600;Montering af bevægelsesmeldere i kontorer i stueetage og på 2. sal;4-1-1-0
197400;False;Vinduer, ovenlys og døre;88;False;197400;Udskiftning af ovenlys med tolags termorude til ny ovenlys monteret med 2 lags energirude/acryl;1-3-0-0
500000;False;Ventilation;87;True;301700;Behovsstyring af ventilationsanlæg over det hele (undtagen DOMEA);1-5-0-0
3012000;False;Vinduer, ovenlys og døre;78;False;285200;"Udskiftning af tolags termoruder i vinduer og døre til energiruder med U-værdi mindre end 1,1. Energiruderne skal være med varm kant
";1-3-0-0
