Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
5000;False;Varmefordelingspumper;1;True;1400;Udskiftning af den eksisterende fordelingspumpe integreret i varmeforsyningen;2-2-3-0
6600;False;Automatik;2;True;1500;Montering af rumtermostatstyring på radiatorer;2-2-4-0
8100;False;Yderdøre;4;False;300;Udskiftning af massiv yderdør med en ny energi-yderdør;1-3-3-0
19300;False;Lette ydervægge;7;True;600;Udvendig efterisolering af tagrem;1-2-3-0
30000;False;Kedler;0;True;2900;Installation af en ny A-mærket gaskedel (20 kW);2-1-2-0
45100;False;Yderdøre;5;False;800;Udskiftning af yderdør m. termorude;1-3-3-0
48600;False;Loft;3;True;2800;Efterisolering af loft mod uopvarmet tagrum;1-1-1-0
60000;False;Vinduer;6;True;2100;Udskiftning af rude(r) i de eksisterende vinduer;1-3-1-0
60000;False;Solceller;8;True;3600;Montering af et solcelleanlæg på 20 m²;4-1-3-0
