Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
75001,0192;False;Varmt brugsvand;188;True;187600;Udskiftning af varmtvandsbeholder til fordel for gennemstrømningsveksler ved toiletkernerne;3-1-0-0
12183,24;False;Vinduer, ovenlys og døre;189;True;188400;Døre til gangbro får monteret dørpumper og varmen slukkes i arealet;1-3-0-0
9825;False;Varmefordeling;190;False;180300;Efterisolering af varmefordelingsrør til ventilationsanlæg;2-2-0-0
2888760;False;Vinduer, ovenlys og døre;191;False;222500;Udskiftning af 2 lags termoruder til energiruder i vinduer og døre;1-3-0-0
636750;False;Tag og loft;192;False;195500;Efterisolering af loft mod uopvarmet tagrum med 150 mm mineraluld;1-1-0-0
762496;False;Kældergulv;193;False;200000;Efterisolering af kældervægge;1-4-4-0
500;False;Automatik;194;True;179800;Udskiftning af radiatorventil til termostatventil;2-2-4-0
500;False;Koldt vand;195;True;500;Sænkning af vandmængden på håndvaskearmaturer;3-2-0-0
15000;False;Varmefordeling;196;True;2300;Udskiftning af UMC 65-60;2-2-0-0
13500;False;Varmefordeling;197;False;1500;Udskiftning af UMC 50-60;2-2-0-0
4800;False;Varmefordeling;198;True;1900;Udskiftning af UPS 25-40;2-2-0-0
2800;False;Varmefordeling;199;True;1300;Udskiftning af UP 20-45;2-2-0-0
18400;False;Varmefordeling;200;True;5700;Udskiftning af UPC 65-120;2-2-0-0
2800;False;Varmefordeling;201;True;1100;Udskiftning af UPS 25-60;2-2-0-0
12000;False;Varmefordeling;202;True;1700;Udskiftning af UPC 32-120;2-2-0-0
2400;False;Varmefordeling;203;True;600;Udskiftning af UPS 25-40;2-2-0-0
2800;False;Varmefordeling;204;True;1100;Udskiftning af UPS 25-60 180;2-2-0-0
10500;False;Varmefordeling;205;False;180200;Efterisolering af varmefordelingsrør i krybekælder;2-2-0-0
1750;False;Varmt brugsvand;206;False;179600;Efterisolering af tilslutningsrør til varmtvandsbeholder;3-1-0-0
1200;False;Varmt brugsvand;207;True;180300;Isolering af tilslutningsrør til Metro varmtvandsbeholder;3-1-0-0
29262,5;False;Belysning;208;False;180200;Opsætning af bevægelsesmeldere på toiletterne;4-1-1-0
296216,5;False;Belysning;209;False;212000;Opsætning af bevægelsesmeldere i cellekontorer, tekøkkener, garderober mm;4-1-1-0
100000;False;Belysning;210;True;219900;Udskiftning af halogen lyskilder på direktionsgangen;4-1-1-0
2000;False;Belysning;211;True;181900;Udskiftning af halogenlyskilder i konferencesalen;4-1-1-0
2000;False;Belysning;212;True;179800;Bevægelsesmelder opsættes i garderobe ved konferencesalen;4-1-1-0
950000;False;Solceller;213;True;61300;Montering af solceller på taget;4-1-3-0
5000;False;Ventilation;214;True;212400;Tidsstyring på udsugning på toiletterne;1-5-0-0
2000;False;Varmeanlæg;215;False;179500;Isolering af veksler i teknikrummet;2-0-0-0
