Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
25000;False;Vinduer, ovenlys og døre;57;Kan ikke beregnes;Kan ikke beregnes;Udskiftning af 2 lags termoruder til energiruder i vinduer og yderdøre;1-3-0-0
8775;False;Tag og loft;58;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af skunkvægge og skunkgulve med 100 mm isolering i forbindelse med renovering;1-1-0-0
52500;False;Ydervægge;59;False;1200;Efterisolering af massive ydervægge med 100 mm isolering;1-2-0-0
180600;False;Ydervægge;60;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af massive ydervægge med 100 mm.;1-2-0-0
16222,5;False;Tag og loft;61;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af skråvægge med 100 mm isolering i forbindelse med renovering;1-1-0-0
1200;False;Tag og loft;62;False;400;Efterisolering af hanebåndsloft med 100 mm.;1-1-0-0
900;False;Tag og loft;63;False;600;Efterisolering af loft mod uopvarmet tagrum med 200 mm.;1-1-0-0
292,5;False;Tag og loft;64;True;2000;Efterisolering af loft/tag i kvist med 150 mm.;1-1-0-0
4500;False;Varmefordeling;65;False;300;Montering af ny cirkulationspumpe på varmeanlægget;2-2-0-0
20000;False;Varmepumper;66;False;400;Monteret af varmepumpe til delvis opvarmning af bygningen ;2-1-5-0
5999,991;False;Vinduer, ovenlys og døre;67;False;1000;Udskiftning af uisoleret yderdør;1-3-0-0
