Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2500;False;Varmtvandsrør;2;True;1400;Isolering af brugsvandsrør og cirkulationsledning;3-1-3-0
8000;False;Varmerør;1;True;1800;Rør isolering i boilerrum;2-2-2-0
25000;False;Varmtvandspumper;9;True;8000;Ny cirkulationspumpe, som Magna 25-60 N/32-60 N, 85 W;3-1-4-0
39000;False;Varmefordelingspumper;7;True;22400;Ny varmefordelingspumpe, som Grundfos Magna3 80-120 F, 1297 W;2-2-3-0
105000;False;Automatik;0;True;24200;Montering af termostatventiler;2-2-4-0
200000;False;Ventilation;3;True;33600;Udskiftning af ventilatorer på tag.;1-5-1-0
235200;False;Hule ydervægge;13;False;1800;Udvendig efterisolering med 250 mm isolering og afsluttende facadepuds;1-2-1-0
250000;False;Solceller;4;True;23600;Montage af nye solceller, Monokrystallinske silicium, større end 50 kW;4-1-3-0
278000;False;Etageadskillelse;12;True;9300;Efterisolering af gulv mod uopvarmet kælder med 150 mm isolering;1-4-2-0
486500;False;Krybekælder;8;False;9300;Efterisolering af gulv mod krybekælder med 150 mm isolering;1-4-3-0
625500;False;Loft;5;True;26200;Efterisolering af loftsrum med 300 mm isolering;1-1-1-0
1512000;False;Varmefordeling;6;False;4100;Etablering af nyt varmefordelingsanlæg til radiatorer;2-2-1-0
2569800;False;Massive ydervægge;10;True;88500;Udvendig efterisolering af massive ydervægge med 250 mm og Udvendig facadeisolering (øst/vest);1-2-2-0
2702100;False;Vinduer;11;False;66600;Udskiftning af vinduer til trelags energirude;1-3-1-0
