Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
300;True;Varmtvandsrør;10;True;30;Isolering af tilslutningsrør til varmtvandsbeholder op til 50 mm;3-1-3-0
8000;False;Kældergulv;4;True;500;Ny gulvkonstruktion i kælder;1-4-4-0
14400;False;Loft;6;True;1200;Isolering af loft;1-1-1-0
14700;False;Massive ydervægge;3;True;600;Isolering  af massiv kælderydervæg over jord;1-2-2-0
18200;False;Massive vægge mod uopvarmet rum;1;True;700;Isolering af væg mod garage;1-2-2-1
40000;False;Solvarme;8;False;1000;Opsætning af solvarmeanlæg;2-1-6-0
45000;False;Kedler;9;True;4100;Udskiftning til 20 kW kondenserende gaskedel;2-1-2-0
46000;False;Massive ydervægge;2;False;200;Isolering af kælderydervæg under jord;1-2-2-0
54100;True;Vinduer;7;False;1200;Udskiftning af vinduer;1-3-1-0
196000;False;Terrændæk;5;False;1400;Nyt terrændæk;1-4-1-0
210000;True;Massive ydervægge;0;False;3600;Isolering af massiv ydervæg;1-2-2-0
