Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
1400;False;Automatik;5;True;300;Montage af termostatventiler, radiatorer;2-2-4-0
2000;False;Krybekælder;3;False;40;Efterisolering af gulv mod krybekælder med 100 mm isolering;1-4-3-0
6000;False;Yderdøre;6;True;300;Udskiftning af yderdør mod øst ;1-3-3-0
8400;False;Yderdøre;7;False;300;Udskiftning af eksisterende terrassedør;1-3-3-0
12800;False;Loft;1;True;400;Indvendig efterisolering af skråvægge med 100 mm isolering;1-1-1-0
23800;False;Vinduer;8;False;600;Udskiftning af eksisterende termoruder;1-3-1-0
28500;False;Loft;4;True;1100;Efterisolering af hanebåndsloft med 300 mm isolering;1-1-1-0
35000;False;Kedler;9;False;1300;Installation af ny kondenserende gaskedel;2-1-2-0
40200;False;Krybekælder;2;True;2400;Isolering af uisoleret gulv mod krybekælder med 200 mm isolering ;1-4-3-0
40300;False;Solceller;0;False;1700;Montage af nye solceller, Monokrystallinske silicium, 1,8 kW;4-1-3-0
