Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
4500;False;Varmefordeling;68;True;700;Montering af ny cirkulationspumpe på varmeanlæg.;2-2-0-0
4550;False;Varmefordeling;69;False;600;Efterisolering af varmefordelingsrør i skunkrum.;2-2-0-0
5600;False;Varmefordeling;60;False;700;Efterisolering af varmefordelingsrør i kælder.;2-2-0-0
9900;False;Tag og loft;67;True;900;Efterisolering af skråvægge med 150 mm i forbindelse med renovering.;1-1-0-0
12750;False;Gulve;65;True;1200;Efterisolering af etageadskillelse mod krybekælder.;1-4-0-0
14625;False;Tag og loft;66;True;1200;Efterisolering af hanebåndsloft med 250 mm.;1-1-0-0
18000;False;Tag og loft;62;True;2100;Efterisolering af skunkrum.;1-1-0-0
21525;False;Gulve;64;True;2400;Isolering af etageadskillelse mod uopvarmet kælder.;1-4-0-0
30001;False;Solvarme;61;False;1400;Installering af solvarmeanlæg.;2-1-6-0
37640;False;Vinduer, ovenlys og døre;59;True;2700;Udskiftning af vinduesglas.;1-3-0-0
250700;False;Ydervægge;63;Kan ikke beregnes;Kan ikke beregnes;Indvendig eller udvendig efterisolering af ydervægge;1-2-0-0
