Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
10500;False;Loft;1;False;200;"Efterisolering af loft mod uopvarmet tagrum
";1-1-1-0
19800;False;Vinduer;2;False;600;Udskiftning af rude i vinduer;1-3-1-0
27200;False;Yderdøre;3;False;800;Udskiftning af ruder i yderdør og Udskiftning af rude i yderdør;1-3-3-0
35000;False;Solceller;0;True;2200;Montering af et solcelleanlæg på 10 m²;4-1-3-0
