Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
18120;False;Loft;515333;True;1900;Efterisolering af loft.;1-1-1-0
28350;False;Etageadskillelse;515335;False;900;Efterisolering af gulve mod krybekælder.;1-4-2-0
89400;False;Massive ydervægge;515334;True;2400;Efterisolering af ydervægge.;1-2-2-0
