Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
5000;False;Varmefordelingspumper;0;True;400;Udskiftning af den eksisterende fordelingspumpe.;2-2-3-0
6300;False;Varmerør;1;True;900;Efterisolering af varmerør til en samlet isoleringstykkelse på 80 mm;2-2-2-0
18000;False;Lette ydervægge;5;False;300;Indvendig efterisolering af træskeletvæg til en samlet isoleringsmængde på 250 mm;1-2-3-0
33000;False;Loft;2;False;800;"Efterisolering af loft mod uopvarmet tagrum
";1-1-1-0
60000;False;Solceller;4;False;2300;Montering af et solcelleanlæg på 20 m²;4-1-3-0
