Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
0;False;Kedler;15;False;-8890;Konvertering til opvarmning via varmepumpe;2-1-2-0
2300;False;Lette ydervægge;3;False;50;Indvendig efterisolering af træskeletvæg til en samlet isoleringsmængde på 250 mm;1-2-3-0
5000;False;Varmefordelingspumper;21;True;1000;Udskiftning af den eksisterende fordelingspumpe.;2-2-3-0
8000;False;Vinduer;5;True;400;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
10000;False;Lette ydervægge;4;True;500;Indvendig efterisolering af tagrem;1-2-3-0
12400;False;Vinduer;13;True;500;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
13600;False;Vinduer;11;False;500;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
14100;False;Yderdøre;14;False;500;Udskiftning af yderdør m. termorude;1-3-3-0
17100;False;Yderdøre;12;True;600;Udskiftning af yderdør;1-3-3-0
17500;False;Vinduer;10;False;600;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
18000;False;Vinduer;7;False;600;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
28300;False;Vinduer;6;False;900;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
32200;False;Vinduer;9;False;1100;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
34500;False;Yderdøre;8;False;1200;Udskiftning af yderdør m. termorude;1-3-3-0
40000;False;Solvarme;18;True;2100;Etablering af et nyt solvarmeanlæg til produktion af varmt brugsvand;2-1-6-0
40800;False;Loft;2;True;4200;Efterisolering af loft mod uopvarmet tagrum;1-1-1-0
44600;False;Terrændæk;1;False;400;Etablering af nyt terrændæk;1-4-1-0
55000;False;Varmefordeling;20;False;0;Etablering af et nyt centralvarmeanlæg i ejendommen med lavtemperaturdrift;2-2-1-0
60000;False;Solceller;17;False;2500;Montering af et solcelleanlæg på 20 m²;4-1-3-0
100000;False;Varmepumper;16;True;11600;Installation af ny luft-vand varmepumpe med en effekt på 11,1 kW;2-1-5-0
426100;False;Terrændæk;0;False;1700;Etablering af nyt terrændæk;1-4-1-0
