Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
1500;False;Varmt brugsvand;109;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af tilslutningsrør til varmtvandsbeholdere;3-1-0-0
4125;False;Belysning;113;False;600;Bevægelsesmeldere og dagslysstyring i frokoststuer;4-1-1-0
5600;False;Belysning;116;True;4400;Bevægelsesmeldere og dagslysstyring i arkiv;4-1-1-0
7500;False;Belysning;112;True;1500;Bevægelsesmeldere i toiletter, forrum o.lign.;4-1-1-0
10400;False;Vinduer, ovenlys og døre;119;Kan ikke beregnes;Kan ikke beregnes;Montering af forsatsrude (2 lags energirude) på ovenlys med 2 lags termorude;1-3-0-0
28000;False;Varmt brugsvand;108;False;2700;Montering af nye cirkulationspumper på brugsvandsanlæg;3-1-0-0
30000;False;Apparater;117;True;2900;Udskiftning af udebelysning til LED;4-1-2-0
33000;False;Belysning;110;True;5200;Udskiftning til LED-belysning i trappeopgange;4-1-1-0
35880;False;Vinduer, ovenlys og døre;121;Kan ikke beregnes;Kan ikke beregnes;Udskiftning af isolerede yderdøre;1-3-0-0
36000;False;Varmt brugsvand;103;False;3000;Efterisolering af brugsvandsrør og cirkulationsledning;3-1-0-0
47300;False;Belysning;115;True;19300;Bevægelsesmeldere og dagslysstyring i lagerareal;4-1-1-0
52500;False;Belysning;111;True;7400;Udskiftning til LED-belysning i gangarealer;4-1-1-0
130000;False;Ventilation;118;True;9100;Udskiftning af tagventilatorer;1-5-0-0
174000;False;Varmefordeling;104;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af varmefordelingsrør;2-2-0-0
238125;False;Belysning;114;True;40100;Bevægelsesmeldere og dagslysstyring i kontorlokaler;4-1-1-0
299000;False;Vinduer, ovenlys og døre;105;False;700;Udskiftning af rulleporte;1-3-0-0
342000;False;Gulve;106;Kan ikke beregnes;Kan ikke beregnes;Udførelse af nyt terrændæk;1-4-0-0
598000;False;Vinduer, ovenlys og døre;120;Kan ikke beregnes;Kan ikke beregnes;Montering af forsatsrude (2 lags energirude) på ovenlys med 2 lags termorude;1-3-0-0
1101520;False;Vinduer, ovenlys og døre;101;False;25500;Udskiftning af termoruder til energiruder;1-3-0-0
4055850;False;Tag og loft;102;Kan ikke beregnes;Kan ikke beregnes;Udvendig efterisolering af fladt tag;1-1-0-0
8952000;False;Gulve;107;False;5700;Udførelse af nyt terrændæk;1-4-0-0
