Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
5000;False;Varmefordelingspumper;2;True;600;Udskiftning af den eksisterende fordelingspumpe.;2-2-3-0
30000;False;Varmepumper;1;True;2100;Udskiftning af varmepumpe med ny model;2-1-5-0
35000;False;Solceller;3;False;1500;Montering af et solcelleanlæg på 10 m²;4-1-3-0
