Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2500;False;Varmtvandsrør;27;True;300;Isolering af brugsvandsrør med 50 mm lamelmåtter;3-1-3-0
3300;False;Vinduer;22;True;200;Montering af nyt vindue (BR20 krav);1-3-1-0
4600;False;Vinduer;7;False;30;Udskiftning af vinduet med nye energivinduer (BR20 krav);1-3-1-0
4600;False;Vinduer;13;False;30;Udskiftning af vinduet med nye energivinduer (BR20 krav);1-3-1-0
7300;False;Vinduer;8;False;200;Udskiftning af tagvindue med et nyt energivindue (BR15 krav);1-3-1-0
7300;False;Vinduer;9;False;200;Udskiftning af tagvindue med et nyt energivindue (BR15 krav);1-3-1-0
7400;False;Vinduer;11;False;300;Udskiftning af tagvindue med et nyt energivindue (BR15 krav);1-3-1-0
7400;False;Vinduer;12;False;200;Udskiftning af tagvindue med et nyt energivindue (BR15 krav);1-3-1-0
10100;False;Yderdøre;16;True;400;Udskiftning af yderdør;1-3-3-0
10100;False;Yderdøre;18;True;400;Udskiftning af yderdør;1-3-3-0
10100;False;Yderdøre;19;True;400;Udskiftning af yderdør;1-3-3-0
12800;False;Yderdøre;15;True;500;Udskiftning af yderdør;1-3-3-0
14100;False;Vinduer;10;False;400;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
17300;False;Vinduer;21;False;500;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
17400;False;Vinduer;17;False;400;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
17900;False;Vinduer;25;False;500;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
20600;False;Loft;0;True;600;Efterisolering af loft mod uopvarmet tagrum;1-1-1-0
21400;False;Hule ydervægge;3;True;600;Efterisolering af ydervægge iht. krav i kap. 7.4.2 i Bygningsreglementet.;1-2-1-0
21800;False;Vinduer;20;False;600;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
26900;False;Vinduer;24;False;700;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
35800;False;Vinduer;23;False;900;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
42000;False;Yderdøre;26;False;1100;Udskiftning af yderdør m. termorude;1-3-3-0
44700;False;Vinduer;14;False;1000;Udskiftning af vinduer med nye energivinduer (BR20 krav);1-3-1-0
60000;False;Solceller;29;True;3700;Montering af et solcelleanlæg på 20 m²;4-1-3-0
70500;False;Fladt tag;6;False;1500;Efterisolering af fladt tag iht. krav i kap. 7.4.2 i Bygningsreglementet.;1-1-2-0
100000;False;Kedler;28;True;24100;Udskiftning af den eksisterende fordelingspumpe., Installation af ny pillekedel, Nedrivning af biobrandselkeddel og Udskiftning af elvarme;2-1-2-0
270300;False;Hule ydervægge;2;True;7600;Efterisolering af ydervægge iht. krav i kap. 7.4.2 i Bygningsreglementet.;1-2-1-0
271300;False;Hule ydervægge;4;True;7600;Efterisolering af ydervægge iht. krav i kap. 7.4.2 i Bygningsreglementet.;1-2-1-0
323000;False;Loft;1;False;800;Efterisolering af skråloftet;1-1-1-0
686200;False;Terrændæk;5;False;4600;Efterisolering af terrændæk iht. krav i kap. 7.4.2 i Bygningsreglementet.;1-4-1-0
