Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
79300;False;Solceller;1;False;4000;Montage af nye solceller, Monokrystaliske silicium, 4 kW.;4-1-3-0
110000;False;Varmepumper;3;False;3100;Installation af nyt luftvarmeanlæg, (luft/vand), 13,5 kW, som type Bosch Compress EHP 13 AWO.;2-1-5-0
