Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
7200;False;Koldt vand;725648;False;0;Udskift wc'er til wc'er med lavt skyl.;3-2-1-0
50000;False;Kedler;725649;True;3100;Udskiftning af den gamle naturgaskedel til en ny kondencerende kedel.;2-1-2-0
