Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
24500;True;Vinduer;0;True;1400;Udskiftning af vinduer;1-3-1-0
32000;True;Varmt brugsvand;1;False;900;Etablering af solvarme;3-1-1-0
